X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;Y
0;0;38.13445;70;36;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;36;7.3;0;1;0;2.94812;1;0;0;1
0;0;38.3;52;96;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;43;6.1;0;1;0;2.94812;1;0;0;1
1;0;37.3;50;32;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;44;7;0;1;0;2.94812;1;0;0;0
0;0;38.7;60;32;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;53;64;0;0;1;2;0;0;1;1
0;1;38.4;84;40;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;36;6.6;0;1;0;2.8;0;1;0;1
0;0;38.13445;70;16;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;60;7.5;0;1;0;2.94812;0;1;0;1
0;0;38.3;40;16;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;38;58;1;0;0;2;1;0;0;1
0;0;38.13445;40;30.52189;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;39;56;0;1;0;2.94812;1;0;0;1
0;0;36.8;60;28;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;10;0;1;0;1
0;0;38.4;44;24;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;50;77;0;1;0;2.94812;1;0;0;1
1;0;38.13445;70.75731;40;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45;70;0;1;0;2.94812;1;0;0;0
0;0;38;44;12;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;42;65;0;1;0;2.94812;1;0;0;1
1;0;39.5;70.75731;30.52189;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;5.5;0;0;0;1;0;0;0;0;1;45.6568;6.7;1;0;0;2.94812;0;0;1;1
0;0;36.5;78;30;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;34;75;0;1;0;1;1;0;0;1
1;0;38.1;56;20;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;46;70;0;1;0;2.94812;1;0;0;0
0;0;39.4;54;66;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;0;0;1;0;0;0;0;1;0;39;6;0;1;0;2.94812;1;0;0;1
0;0;38.3;80;40;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;4.962319;1;0;0;0;0;0;0;1;0;67;10.2;0;1;0;1;0;0;1;1
1;0;38.7;40;28;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;39;62;1;0;0;1;1;0;0;0
0;0;38.2;64;24;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;1;0;45;7.5;1;0;0;2;0;1;0;1
1;0;37.6;48;20;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;37;5.5;0;1;0;2.94812;0;0;1;1
0;0;38;42;68;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;1;0;41;7.6;0;1;0;2.94812;1;0;0;1
0;0;38.7;70.75731;30.52189;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;33;6.5;0;1;0;2.94812;1;0;0;1
0;0;37.4;50;32;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;45;7.9;0;1;0;1;1;0;0;1
0;0;37.4;84;20;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;31;61;0;1;0;1;0;0;1;0
0;0;38.4;49;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;44;7.6;0;1;0;2.94812;1;0;0;1
0;0;37.8;30;12;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;1;0;1
1;0;37.6;88;36;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1.5;0;0;0;1;0;0;0;0;1;44;6;0;1;0;2.94812;0;1;0;1
0;0;38;48;20;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;43;73;0;1;0;1;1;0;0;1
1;0;37.9;40;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;1;0;0;40;5.7;0;1;0;2.94812;1;0;0;1
0;0;38.13445;100;30.52189;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;4.962319;0;1;0;0;0;0;0;0;1;59;6.3;0;1;0;2.94812;0;1;0;1
0;1;38.1;136;48;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;4.4;0;1;0;0;0;0;0;0;1;33;4.9;0;1;0;2.9;0;1;0;1
0;0;38.13445;70.75731;30.52189;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;46;5.9;0;1;0;2.94812;0;1;0;1
0;0;38;48;30.52189;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;1;0;0;1
1;0;38;56;30.52189;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;42;71;0;1;0;2.94812;1;0;0;0
1;0;38;60;32;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;50;7;1;0;0;1;1;0;0;0
0;0;38.1;44;9;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;31;7.3;0;1;0;2.94812;1;0;0;0
1;0;36;42;30;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;64;6.8;0;1;0;2.94812;0;1;0;0
0;0;38.13445;120;30.52189;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;57;4.5;0;0;1;3.9;0;1;0;1
0;0;37.8;48;28;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;46;5.9;0;1;0;7;1;0;0;0
0;0;37.1;84;40;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;2;0;0;0;1;0;0;0;0;1;75;81;0;1;0;2.94812;0;0;1;0
1;0;38.13445;80;32;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;50;80;0;1;0;2.94812;1;0;0;1
0;0;38.2;48;30.52189;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;42;71;0;1;0;2.94812;1;0;0;1
1;0;38;44;12;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;6.5;1;0;0;0;0;0;0;1;0;33;6.5;0;1;0;2.94812;0;1;0;1
0;0;38.3;132;30.52189;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;6.2;0;0;0;1;0;0;0;1;0;57;8;0;1;0;5.2;1;0;0;1
1;0;38.7;48;24;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;34;63;0;1;0;2.94812;1;0;0;0
1;0;38.9;44;14;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;1;0;0;0;33;64;0;1;0;2.94812;1;0;0;0
0;0;39.3;70.75731;30.52189;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;4;0;0;0;1;0;0;0;1;0;75;24.77108;0;0;1;4.3;0;1;0;1
0;0;38.13445;100;30.52189;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;2;0;0;0;1;0;0;0;0;1;68;64;0;0;1;2;1;0;0;1
1;0;38.6;48;20;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;1;0;0;0;50;7.3;1;0;0;2.94812;1;0;0;0
1;0;38.8;48;40;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;41;65;0;1;0;2.94812;1;0;0;1
1;0;38;48;20;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;5;0;0;0;1;0;1;0;0;0;49;8.3;1;0;0;2.94812;1;0;0;0
1;0;38.6;52;20;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;4.962319;1;0;0;0;0;0;1;0;0;36;6.6;1;0;0;5;1;0;0;0
0;0;37.8;60;24;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;2;0;0;0;1;0;0;0;0;1;52;75;0;1;0;2.94812;0;0;1;1
1;0;38;42;40;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;1;0;0;0
1;0;38.13445;70.75731;12;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;4.962319;1;0;0;0;0;0;1;0;0;44;7.5;0;1;0;2.94812;1;0;0;0
0;0;38.13445;70.75731;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;35;58;0;1;0;1;1;0;0;1
0;0;38.3;42;24;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;40;8.5;0;1;0;2.94812;0;1;0;1
1;0;39.5;60;10;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;38;56;1;0;0;2.94812;1;0;0;0
0;0;38;66;20;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;46;46;0;0;1;2;0;0;1;1
0;0;38.7;76;30.52189;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;1;0;50;8;0;1;0;2.94812;1;0;0;1
0;0;39.4;120;48;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;56;64;1;0;0;2;0;0;1;0
0;0;38.3;40;18;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;1;0;0;1;0;0;0;0;43;5.9;1;0;0;2.94812;1;0;0;0
1;0;38.13445;44;24;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;1;0;0;0;0;45.6568;6.3;0;1;0;2.94812;1;0;0;0
0;0;38.4;104;40;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;6.5;0;0;0;1;0;0;0;1;0;55;8.5;0;1;0;2.94812;1;0;0;1
0;0;38.13445;65;24;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;0;1;1
1;0;37.5;44;20;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;35;7.2;0;1;0;2.94812;1;0;0;0
1;0;39;86;16;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;68;5.8;0;0;1;6;0;1;0;1
0;0;38.5;129;48;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2;0;0;0;1;0;0;0;0;1;57;66;0;0;1;2;1;0;0;1
0;0;38.13445;104;30.52189;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;4.962319;0;0;0;1;0;0;0;1;0;69;8.6;0;1;0;3.4;0;1;0;1
1;0;38.13445;70.75731;30.52189;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;1;0;1
0;0;38.13445;70.75731;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;1;0;0;1
0;0;38.2;60;30;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;1;0;0;0;48;66;0;1;0;2.94812;1;0;0;1
0;0;38.13445;68;14;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.3;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.8;0;1;0;1
0;0;38.13445;60;30;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45;70;0;0;1;2;1;0;0;1
1;0;38.5;100;30.52189;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45.6568;24.77108;0;1;0;2.94812;0;0;1;0
0;0;38.4;84;30;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;6.5;0;0;0;1;0;0;0;1;0;47;7.5;0;0;1;2.94812;0;1;0;1
1;0;37.8;48;14;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;5.3;1;0;0;0;0;0;0;0;1;35;7.5;0;1;0;2.94812;1;0;0;0
1;0;37.8;56;16;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;44;68;1;0;0;1;1;0;0;0
1;0;38.2;68;32;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;4.962319;1;0;0;0;1;0;0;0;0;43;65;0;1;0;2.94812;1;0;0;0
0;0;38.5;120;60;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;54;24.77108;0;1;0;2.94812;1;0;0;1
0;0;39.3;64;90;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;39;6.7;0;1;0;2.94812;1;0;0;1
0;0;38.4;80;30;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;4.962319;0;0;0;1;0;0;0;0;1;32;6.1;0;0;1;4.3;1;0;0;1
0;0;38.5;60;30.52189;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;33;53;1;0;0;2.94812;1;0;0;1
0;0;38.3;60;16;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;3;1;0;0;0;0;0;0;1;0;30;6;1;0;0;3;1;0;0;1
0;0;37.1;40;8;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;1;0;0;0;1;0;0;23;6.7;0;0;1;2.94812;1;0;0;1
1;1;38.13445;100;44;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;37;4.7;0;1;0;2.94812;1;0;0;0
0;0;38.2;48;18;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;48;74;1;0;0;2;1;0;0;1
0;0;38.13445;60;48;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;58;7.6;0;1;0;2.94812;0;1;0;1
1;0;37.9;88;24;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;1;0;0;0;0;37;56;0;1;0;2.94812;1;0;0;0
1;0;38;44;12;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;42;64;0;1;0;2.94812;1;0;0;0
1;0;38.5;60;20;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;1;0;0;0;0;1;0;0;63;7.5;0;1;0;2.3;0;0;1;0
1;0;38.5;96;36;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;4.962319;0;0;0;1;0;0;0;0;1;70;8.5;0;1;0;2.94812;0;1;0;1
1;0;38.3;60;20;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;34;66;0;1;0;2.94812;1;0;0;0
1;0;38.5;60;40;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;1;0;0;0;49;59;0;1;0;2.94812;1;0;0;0
0;0;37.3;48;12;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;1;0;0;40;6.6;0;1;0;2.94812;1;0;0;1
0;0;38.5;86;30.52189;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;45;7.4;1;0;0;3.4;0;1;0;1
0;0;37.5;48;40;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;41;55;0;0;1;2;0;0;1;1
1;0;37.2;36;9;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;1;0;0;0;0;35;5.7;0;1;0;2.94812;1;0;0;0
0;0;39.2;70.75731;23;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;36;6.6;1;0;0;3;1;0;0;1
0;0;38.5;96;30;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;0;0;1;50;65;0;1;0;2.94812;1;0;0;1
0;0;38.13445;70.75731;30.52189;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45;8.7;0;1;0;2.94812;0;1;0;1
0;0;37.8;88;80;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;4.962319;0;0;0;1;0;0;0;0;1;64;89;0;1;0;2.94812;0;0;1;1
1;0;37.5;44;10;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;4.962319;0;0;1;0;0;0;1;0;0;43;51;1;0;0;1;1;0;0;0
0;0;37.9;68;20;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;4.962319;1;0;0;0;0;0;0;0;1;45;4;0;0;1;2.8;0;1;0;1
0;0;38;86;24;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;4.962319;0;0;0;1;0;0;0;0;1;45;5.5;1;0;0;10.1;0;1;0;1
0;1;38.9;120;30;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;3;0;0;0;1;0;0;0;0;1;47;6.3;1;0;0;2.94812;1;0;0;0
