REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,0,0,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,0,1961,1
2.3,0,1,0,0,1,1961,0
2.3,0,0,0,0,0,1961,0
2.3,0,1,0,1,0,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,0,0,1,1961,0
2.3,0,1,1,0,0,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,1,1962,0
2.3,0,0,0,0,1,1962,1
2.3,2,1,0,0,0,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,0,0,0,0,1962,1
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,1,1962,0
2.3,0,1,1,0,1,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,0,0,0,0,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,1,1962,0
2.3,0,0,0,0,1,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,0,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,0,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,1,1962,0
2.3,0,0,0,0,0,1962,0
2.3,2,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,1,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,0,1962,1
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,0,1962,0
2.3,0,0,0,0,0,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,1,1,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,0,0,1,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,1,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,0,0,0,1,1962,0
2.3,2,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1962,1
2.3,0,1,0,0,0,1962,1
2.3,0,0,0,0,0,1962,0
2.3,0,1,0,0,1,1962,1
2.3,0,1,0,0,0,1962,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,1
2.3,0,1,1,0,0,1963,0
2.3,0,1,1,0,0,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,1,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,1
2.3,0,1,0,0,1,1963,0
2.3,0,0,0,0,1,1963,1
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,1,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,1,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,2,1,0,0,0,1963,1
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,1
2.3,0,1,1,1,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,1,1,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,1,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,1,0,0,1963,1
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,1
2.3,0,1,1,0,0,1963,0
2.3,0,1,1,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,1
2.3,0,1,0,0,0,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,0,0,0,0,1963,1
2.3,0,1,0,0,0,1963,1
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,1,1,1963,0
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,0,0,0,0,1963,1
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,1,0,0,0,1963,1
2.3,0,1,0,0,1,1963,0
2.3,2,1,0,1,0,1963,1
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,0,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,1,1963,1
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,1
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,1
2.3,0,0,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,1,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,1,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,0,0,0,1963,0
2.3,0,1,1,0,1,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,0,0,0,1,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,1,0,0,1964,1
2.3,0,0,0,0,1,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,1,1,0,1,1964,1
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,1,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,1,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,1,0,0,1964,1
2.3,0,0,0,0,1,1964,1
2.3,0,1,1,1,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,0,0,0,0,1964,1
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,1,0,0,0,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,1,0,1,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,0,0,0,0,1964,1
2.3,0,1,0,0,0,1964,0
2.3,0,0,0,0,0,1964,1
2.3,0,1,1,0,0,1964,1
2.3,0,0,0,0,0,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,0,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,1,0,1,1964,0
2.3,0,0,0,0,0,1964,1
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,1,0,0,0,1964,1
2.3,0,1,0,0,1,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,0,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,1
2.3,0,1,0,0,0,1964,1
2.3,0,1,0,0,1,1964,0
2.3,2,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,0,0,0,1,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,1,1964,1
2.3,0,1,0,0,0,1964,1
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,1
2.3,0,0,0,0,0,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,0,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,1,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,0,0,0,1,1964,0
2.3,0,1,1,0,0,1964,0
2.3,0,1,0,1,0,1964,0
2.3,0,1,0,0,1,1964,1
2.3,0,1,0,1,1,1964,0
2.3,0,0,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,0,1964,0
2.3,0,1,0,0,1,1964,1
2.3,0,1,0,0,1,1964,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,0,1965,1
2.3,0,0,0,0,0,1965,1
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,0,0,0,0,1965,1
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,1,1,0,0,1965,0
2.3,0,0,0,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,1,0,1,1965,1
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,1,0,1,1965,0
2.3,0,0,0,0,0,1965,1
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,1,1,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,0,0,0,0,1965,1
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,0,0,0,1,1965,1
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,1,0,1,1965,0
2.3,0,0,0,0,0,1965,1
2.3,0,0,0,1,0,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,1,0,1,0,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,1,1965,1
2.3,0,0,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,1,1965,1
2.3,3,0,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,1,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,1,1,0,1,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,0,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,1,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,0,1965,0
2.3,0,1,1,0,1,1965,0
2.3,0,1,0,0,0,1965,0
2.3,2,1,0,0,1,1965,0
2.3,0,0,0,0,1,1965,0
2.3,0,1,0,0,1,1965,0
2.3,0,0,0,0,0,1965,1
2.3,0,0,0,0,1,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,1
2.3,0,1,1,0,1,1965,0
2.3,0,1,1,0,0,1965,1
2.3,0,1,0,0,0,1965,0
1.39,3,0,0,0,0,1965,0
2.3,0,1,0,0,1,1965,1
2.3,0,1,0,0,1,1965,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,1
2.3,0,0,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,1,1966,1
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,1
2.3,0,1,0,1,0,1966,0
2.3,0,1,0,0,0,1966,1
2.3,0,1,0,0,1,1966,0
2.3,2,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,1,0,1,1966,1
2.3,0,1,0,0,0,1966,0
1.79,6,1,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
1.39,3,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,1,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,1
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,1,1,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,1
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,1
2.3,0,0,0,0,0,1966,0
2.3,0,1,1,0,0,1966,1
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,1
2.3,0,1,0,0,0,1966,1
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,1,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,1
2.3,0,1,1,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,1
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,1
2.3,0,1,0,1,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,1
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,1,1966,0
1.39,3,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,1,1966,1
2.3,0,1,0,0,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,0,0,0,1,1966,0
2.3,0,1,0,1,0,1966,0
2.3,0,0,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,1,1,0,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,0
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,1
2.3,0,1,0,0,0,1966,0
2.3,0,1,0,0,1,1966,1
2.3,0,1,0,0,0,1966,0
2.3,2,1,0,0,0,1966,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,1,0,1,1967,0
2.3,0,1,1,1,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,1,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,1,0,0,0,1967,1
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,1,1967,0
2.3,0,0,0,0,1,1967,1
2.3,0,1,0,0,0,1967,0
0.69,3,1,0,0,0,1967,0
2.3,0,1,1,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,2,1,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,1,0,0,0,1967,1
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,1,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,1,1,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,1
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,1,1,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,1,1967,1
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,4,0,0,0,0,1967,1
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,1,0,1,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,1,1967,1
2.3,0,1,1,0,0,1967,0
2.3,4,0,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,1,1,0,0,1967,1
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,1,0,1967,0
2.3,0,1,1,0,0,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,0,0,1,0,1967,1
2.3,0,1,0,0,1,1967,0
2.3,0,1,0,0,1,1967,1
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,1,1967,1
2.3,0,0,0,0,1,1967,0
2.3,0,1,0,0,0,1967,1
2.3,0,1,0,0,0,1967,0
2.3,0,1,0,0,1,1967,0
2.3,0,0,0,0,0,1967,1
2.3,0,1,0,0,0,1967,1
2.3,0,1,1,0,0,1967,0
2.3,0,1,0,1,0,1967,0
2.3,0,1,0,0,0,1967,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,1,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,1
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,0,0,0,1,1968,1
2.3,0,1,0,0,0,1968,1
2.3,0,1,0,1,1,1968,0
1.79,6,0,0,0,1,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,1,0,1968,0
2.3,0,1,0,1,1,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,1,0,1,0,1968,0
1.79,6,0,0,0,1,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,0,0,0,1,1968,1
2.3,0,1,0,0,1,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,6,1,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,0,1968,1
2.3,0,0,0,0,0,1968,1
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,1,0,1,0,1968,0
2.3,0,0,0,0,0,1968,1
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,6,1,0,0,0,1968,0
2.3,0,1,0,0,0,1968,1
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,1,0,1,1968,1
2.3,0,1,0,0,0,1968,0
2.3,0,1,1,0,1,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,1,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,1,1968,1
2.3,3,1,0,0,1,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,1,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,1,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,1,0,0,0,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,1,0,0,1,1968,0
2.3,0,0,0,0,0,1968,0
2.3,0,0,0,0,1,1968,1
