REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
0.001,2,0,-0.0038,0.005,-0.1,0
-0.003,-1.2,0,-0.0029,-0.002,-0.2,0
-0.001,-3.3,-10,-0.0012,0.023,-0.1,0
-0.001,-2.7,-30,-0.0042,-0.004,0,0
0.001,1.7,-30,0.0053,-0.003,0,0
-0.005,-0.9,-30,0.0018,0.006,-0.1,0
0.005,4.9,-30,-0.0008,0.007,0.3,0.01
-0.001,-2.1,0,-0.0033,-0.012,-0.2,0
-0.003,-3.1,-10,0.0025,-0.014,0,0
0.001,-0.8,-10,0.0061,-0.006,0.2,-0.01
0.001,0.1,-10,-0.0059,0.009,0,0
-0.001,-1.2,-10,-0.0066,-0.002,-0.1,0.02
-0.001,-0.9,-10,-0.0033,-0.011,0,-0.01
0.001,1.6,-10,0.0071,-0.005,0.1,0
-0.003,-1.3,-10,0.0054,0.025,-0.1,0
0.002,3.4,-10,-0.0032,0.031,0.2,0
0.003,6,0,-0.0043,0.021,0.1,-0.01
-0.003,-2.9,20,-0.0017,0.007,-0.2,0
0.003,2.2,0,0.0011,0.019,0.2,-0.01
-0.003,-2.9,0,-0.0038,-0.01,-0.1,0
0.003,0.4,0,0.0026,-0.013,0.2,0
-0.003,-4.1,0,0.0061,0.009,-0.2,0
0.001,-3.8,-10,0.0054,0.021,0.1,0
0.001,4.3,-20,-0.008,0.021,0.2,0
0.002,7.1,-10,-0.0089,0.009,0.2,0.01
-0.002,1.9,10,-0.0062,-0.018,-0.3,0.01
-0.002,-2,10,-0.002,-0.026,-0.2,-0.01
0.004,1.6,10,0.0051,-0.022,0.2,0.01
-0.003,-3,10,0.004,0.012,-0.2,0
-0.001,-3.9,-10,-0.009,0.009,0,0
-0.001,0.4,-20,-0.0057,-0.011,0.2,0
0.005,5.8,-10,0,-0.018,0.2,0
-0.003,-3.2,0,-0.0024,0.003,-0.2,0
0.002,2.5,-10,-0.0015,-0.009,0.2,0
0.002,0,0,-0.0007,0.006,0.2,-0.01
-0.003,-3,-20,0.0021,-0.001,-0.1,0
0.003,3.6,-20,-0.0018,-0.001,0.2,0
-0.004,-2.3,-20,-0.0015,-0.019,-0.1,0
0.001,3.8,-20,0.0026,-0.017,0.3,0
-0.003,-3.7,0,-0.0024,-0.003,-0.2,0
0.001,-3.1,-10,-0.0048,-0.011,0.1,-0.01
0.004,4.4,-10,0.0023,-0.018,0.2,0
-0.004,-3,0,-0.0016,-0.012,-0.2,0
0.001,-0.5,0,-0.0025,-0.016,0.2,0.01
0.002,3.8,0,-0.0019,-0.022,0.2,0
0.001,3.7,20,0.0011,-0.025,0,0
-0.002,-2.7,20,0.0066,0,-0.1,0
0.002,-2.4,10,0.006,0.019,0.1,0
-0.004,-4,10,-0.0012,0.026,-0.1,0
0.004,-1.3,0,-0.009,0.014,0.2,0
-0.004,-2.1,-10,-0.0072,-0.038,-0.1,0.01
0.002,3.9,-10,0.0055,-0.041,0.2,0.01
0.001,-1.4,0,-0.0071,0.004,0.2,0.01
0.003,3,0,-0.0074,-0.021,0.2,0.01
-0.002,-3.5,0,0.0034,-0.025,-0.1,0
0.003,4,0,0.006,-0.003,0.2,0
-0.002,-2.1,10,-0.0004,0.021,-0.2,0
-0.003,-3.9,0,0.0006,0.02,0,0
0.002,-0.4,-10,0.0021,0.023,0.3,-0.01
0.003,4.3,0,0.0006,0.027,0.1,-0.01
-0.003,-2.8,10,-0.0068,0.007,-0.2,0
0.001,-0.8,0,-0.0056,-0.011,0.2,0
0.003,2.7,0,0.0004,-0.022,0.1,0
-0.003,-3.4,0,0.0046,-0.013,-0.2,0
-0.001,-3.9,0,0.0065,0,0,0
0.003,2,-10,0.004,0.024,0.1,0
-0.003,-2,-10,-0.0006,0.031,-0.2,0
0.003,4.7,-10,-0.0001,-0.002,0.3,0
0.001,5.6,0,0.0022,0.001,0,0
-0.004,-3.5,10,0.0002,0.017,-0.2,0
-0.001,-1.3,0,-0.0053,0.006,-0.1,0.01
0.003,2.7,-10,0.0014,-0.002,0.1,0
-0.003,-1.1,-10,0.0008,0.001,-0.2,0
0.002,2.7,-10,0.002,0.007,0.1,0
-0.004,-1.8,0,-0.003,0.011,-0.2,0
0.004,0.2,0,-0.0031,0,0.2,0
-0.001,-1.6,-10,0.0028,0.008,-0.1,0
0.003,3.2,-10,-0.0027,0.01,0.1,0
-0.003,-1.1,0,-0.0032,-0.001,-0.2,0
0.001,2.1,0,0.0001,-0.012,0.1,0.01
0.004,0.6,0,-0.0019,0.02,0.2,0
0.002,1.6,0,-0.0029,-0.007,0.1,0
-0.003,-3.5,0,0.0025,-0.005,-0.2,-0.01
-0.003,-2.6,-20,0.0018,-0.003,0,0
0.003,2.1,-20,0.0053,0.007,0.3,0
0.001,3.3,-10,0.0064,0.016,-0.1,0.02
-0.003,-3.1,-10,-0.0047,0.03,-0.1,0
0.003,3.3,-10,0.0006,0.021,0.2,0.01
-0.004,-2.4,0,0.0013,0.024,-0.4,0
0.004,-0.5,-20,-0.0041,0.022,0.3,0
-0.003,-1.6,-20,-0.0064,-0.013,0,0
0.003,2.1,-20,0.0011,-0.021,0.2,0
-0.002,1.5,-10,0.0077,-0.008,-0.1,0
-0.001,-1.8,-10,-0.0041,0.028,-0.1,0
-0.003,-3.5,-10,-0.0021,0.018,-0.1,0
0.005,4.2,-10,-0.0037,0.005,0.2,0
-0.003,-1,0,-0.0038,-0.008,-0.3,0
0.001,0,-20,0.006,-0.008,0.1,0
0.001,-1.2,-20,0.001,0.011,-0.1,0
0.001,-1.1,-20,-0.0091,0,0.1,0.01
0.001,0.3,-20,-0.0102,-0.015,0.1,0.02
0.001,2.6,-10,0.01,-0.018,0,0
-0.002,-1.1,-10,0.0071,0.025,-0.1,0
0.003,0.9,-10,0.0021,0.039,0.2,0
-0.002,-3.1,-10,-0.0027,0.032,-0.2,0.01
-0.002,-5.5,-20,-0.0092,0.019,-0.1,0.01
-0.001,-4.4,-30,-0.0127,0.001,0.2,-0.02
0.002,2.8,-30,-0.0042,-0.023,0.3,0
0.001,5.8,-30,0.0013,-0.025,0.1,0.02
0.003,6.5,-10,0.0026,-0.02,0,0
0.001,-0.1,0,0.0017,-0.014,-0.3,0
-0.004,-5.3,0,0.0023,-0.011,-0.4,0
-0.001,-5.2,-20,0.0056,-0.001,0.1,0
0.002,0.4,-30,0.0077,0.012,0.3,-0.01
0.002,3.5,-20,0.0048,0.024,0.1,0.02
-0.003,-2.5,-10,-0.0084,0.017,-0.2,0
0.001,0.7,-20,-0.0023,-0.004,0.2,0
0.001,0.1,-10,0.0064,0.018,-0.1,0
-0.004,-2,-10,0.0045,0.032,-0.1,-0.01
0.003,2.4,-10,-0.0064,0.029,0.2,0
0.001,1.1,-10,-0.0083,0.001,-0.1,0
-0.004,-2.5,-10,-0.0043,-0.014,-0.2,0
0.002,-0.8,-10,0.0019,-0.018,0.2,0.01
-0.002,-1.6,-10,0.0007,0,-0.1,0
0.003,3.3,-10,0.0026,0.01,0.1,0
-0.003,-0.6,-10,-0.003,0.011,-0.3,-0.01
0.002,2.9,-10,-0.0014,-0.015,0.2,0
-0.002,-5.5,-10,0.0009,-0.01,-0.2,0
-0.001,-6.8,-20,0.0005,-0.009,0,-0.01
0.002,2.9,-40,0.0044,0.007,0.2,0
0.001,3.6,-20,-0.006,0.006,0.1,0
0.003,7.3,-10,-0.0019,-0.005,0.1,0
0.001,6,10,0.0019,-0.005,-0.1,0.01
-0.002,-3.3,10,0.0016,0.005,-0.2,0
-0.001,-5,10,0.0005,0.007,0,-0.01
0.001,0.6,-10,0.0042,-0.006,0,0
-0.003,-1.9,-10,0.0006,0.014,-0.2,0
0.001,-0.6,-10,-0.0049,0.008,0.1,0.01
0.001,3.6,-10,-0.0012,-0.005,0.1,0
0.001,4.9,0,0.0019,-0.004,0,0.01
0.002,5,10,0.0025,0,0,0
-0.003,-4.7,10,0.0006,0.008,-0.2,0
0.001,3,-10,0.0001,0.004,0.1,0
0.001,3.5,-10,0.0004,-0.001,0.1,0
0.002,2.2,-10,0.0001,0,0.1,0
-0.001,-3.4,-10,-0.0003,-0.001,-0.1,0
-0.001,-4.8,-20,-0.0002,-0.001,0,0
0.001,3.6,-30,0.0006,0.003,0.1,0
0.001,1.3,-20,0.0059,0.015,0.1,-0.01
-0.001,-1.9,-20,-0.0031,0.022,-0.1,0
0.001,3.5,-10,-0.0001,-0.003,0.1,0
-0.001,-3.9,0,-0.0034,0.003,0,0
0.001,2.4,-10,0.0032,0.011,0.1,0
-0.001,-2,0,-0.0021,0.017,-0.1,0
0.001,0.4,-10,-0.007,0,0.1,0
0.002,1.8,0,0.0022,-0.041,0.1,0
-0.003,-5.9,0,0.0082,-0.019,-0.4,0
-0.001,-9.4,-20,0.0074,-0.005,0,-0.02
0.004,6,-40,-0.0022,-0.002,0.4,0
0.002,7.5,-10,-0.0008,-0.009,-0.1,0
-0.002,-3,10,0.0027,-0.003,-0.3,-0.02
0.001,-6.2,-10,-0.0011,-0.002,0,-0.01
-0.002,-6.3,-20,-0.0004,-0.004,0,0
-0.002,-0.4,-30,-0.005,0.025,0.1,-0.01
0.001,3.7,-20,-0.0043,0.006,0.1,-0.01
-0.001,-2.6,0,-0.0006,0.005,-0.1,0
-0.001,-4.4,0,-0.0002,0,-0.1,0
-0.001,-2.1,-30,0.0003,0,0,0
0.001,4.6,-30,0.0008,0.003,0.1,0
0.002,6,-10,0.0006,0.005,0,0
-0.002,-4.8,0,-0.001,0.003,-0.2,0
-0.001,-5.5,-20,-0.001,0,0,0
0.001,4.3,-20,0.0007,-0.001,0.1,0
0.001,5.4,-20,0.0008,0,0,0.01
-0.001,-2.9,0,-0.0004,0.002,-0.1,0
-0.001,-2.9,0,-0.0006,0.001,-0.1,0
-0.001,-3,-10,0.0001,0.001,-0.1,0
-0.002,-2.4,-30,0.0003,0.001,0,0
0.002,3.4,-30,0.0007,0.003,0.2,0
0.001,5.4,-10,0.0006,0.005,0,0
-0.001,-2.8,0,-0.0009,0.002,-0.1,0
-0.002,-3,-10,-0.0007,-0.001,0,0
0.002,0.5,-10,-0.0001,-0.002,0.2,0
0.002,0,0,0.0002,0.002,0.2,-0.01
-0.002,-2.5,0,0.0015,0.005,-0.1,0
-0.001,-3.1,-10,0.0037,-0.001,-0.1,0
-0.001,-4.3,-20,0.0021,0.006,0,0
-0.002,-2.7,-20,0.0034,-0.001,-0.1,0
0.001,2.8,-20,-0.0001,-0.014,0.1,0
0.001,3.9,-10,0.0045,-0.005,0,0
-0.002,-2.9,-10,-0.0011,0.005,-0.2,0
-0.001,-3.1,-10,-0.0031,0,0,0
0.001,0.6,-20,-0.0023,-0.007,0.2,0
-0.001,2.4,-10,-0.0016,-0.01,0.1,0.01
0.001,4.2,-10,0.001,-0.011,0.1,0
-0.002,-0.8,10,0.0016,0.002,-0.3,0
-0.001,-4,0,-0.0019,0.001,0,0
-0.002,-4.5,-20,0.0033,0.016,-0.2,-0.01
-0.008,-12.5,-10,0.0001,-0.007,-0.1,0
-0.003,-9.1,-40,0.0016,-0.006,0.3,0
0.009,5.1,-50,0.0026,0.004,0.3,0
-0.004,1.7,-20,-0.0039,0.006,-0.1,0
-0.001,2.3,-10,-0.0052,-0.012,0.2,-0.01
0.002,-1,0,0.006,-0.004,-0.1,0
0.001,-4.3,-10,0.0027,0.011,0,-0.02
-0.004,-4.8,-20,-0.0033,0.011,0,0
-0.002,-6.5,-20,-0.0009,0.001,-0.1,0
-0.004,-8.5,-40,-0.001,-0.001,-0.1,0
-0.001,-3.4,-70,-0.0015,-0.007,0.1,0
0.004,3.3,-70,-0.0015,-0.012,0.2,0
-0.004,2.9,-60,0.0009,-0.014,-0.1,-0.01
0.001,7.3,-40,0.0027,-0.006,0.1,0
0.003,7.7,-10,0.0008,0,0,0
-0.004,-4.1,0,-0.0002,-0.004,-0.3,0
-0.002,-5.9,-20,0.0012,-0.002,0,0
0.002,5.7,-30,-0.0035,0.006,0.1,0
0.002,5.1,20,0.0042,-0.007,0,0
-0.003,-4.1,30,0.0029,0.038,-0.2,0
-0.001,-5.1,0,-0.0025,0.038,0,0
0.001,-0.9,-10,-0.005,0.024,0.2,0
0.004,2.4,-10,-0.0025,0.007,0.1,0
-0.009,-7.3,-10,0,0.002,-0.3,0
0.004,3.1,-30,0.004,0.008,0.4,0
-0.002,-5.4,10,-0.0047,0.011,-0.1,0
-0.002,-5.6,0,-0.0043,0.004,0.1,-0.01
-0.001,-4.3,-20,-0.0001,-0.001,-0.1,0
-0.001,-4.7,-60,0.0012,0.004,0,0
0.002,6.5,-60,-0.0033,0.005,0.2,0
0.001,8,-50,-0.0049,-0.003,0,0.01
-0.002,-5.6,0,-0.0016,0.006,-0.2,0
-0.003,-6.4,-20,-0.0026,0.002,0,-0.02
0.002,3.9,-30,-0.002,-0.011,0.2,0
0.001,6.4,-10,0.0014,-0.013,0,0
0.002,5.4,10,0.0035,-0.007,-0.1,0
-0.002,-6.7,10,0.0008,0.007,-0.2,0
-0.003,-8.7,-20,-0.0008,0.007,0,0
0.002,5.3,-40,-0.002,-0.01,0.2,0
-0.004,-5.3,-10,-0.0032,-0.011,-0.1,0
0.003,4.8,-10,0.0023,-0.015,0.2,0
0.002,5.1,0,0.0053,-0.005,-0.1,-0.01
-0.003,-2,10,0.004,0.012,-0.2,0
-0.002,-2.2,-10,-0.0063,0.007,0,0
0.003,2.6,-10,-0.0053,-0.014,0.2,0
0.001,1.3,0,0.0036,-0.02,0.1,0
0.001,1.1,10,0.0062,-0.003,0,0
-0.001,-3.2,0,0.0012,0.017,-0.2,0.01
-0.001,-4.1,-10,-0.0044,0.012,0,0
-0.001,-3,-20,-0.0063,0.003,0.1,-0.01
-0.003,-3.7,-10,0.0022,-0.032,-0.2,0
0.001,-2.9,-20,0.0048,-0.024,0.1,0
0.002,1.7,-30,0.0032,-0.007,0.1,0
-0.001,-2.9,0,-0.0002,0.015,-0.2,0
-0.002,-6.2,-10,-0.0031,0.011,-0.1,0
-0.001,-5,-20,-0.0039,0.001,0.1,0
0.001,5.7,-20,-0.0004,-0.01,0.2,0
0.001,8.9,0,0.0031,-0.006,0.1,0
-0.002,-2,30,0.0027,0.013,-0.3,0
-0.002,-7.1,10,-0.0012,0.016,-0.1,0
-0.001,-7.8,-10,-0.0033,0.01,0,0
-0.004,-4.9,0,-0.0032,0.025,-0.2,0
0.002,3.3,-20,-0.0002,0.004,0.1,0
-0.003,-3.5,-10,0.0005,0.012,-0.2,0.01
0.001,4,-30,0.0001,0.002,0.1,0
0.002,5.6,0,0.0023,0.007,0,0
-0.004,-1.8,10,0.0008,0.014,-0.3,0
0.002,1.2,-20,0.0038,-0.006,0.2,-0.01
-0.001,-0.7,-30,-0.0053,0.006,0.1,0
0.002,3.8,-20,-0.003,-0.012,0.1,0
-0.003,-1.4,-10,0.0038,-0.006,-0.2,0
0.002,4,0,-0.0033,0.001,0.1,0
-0.001,2,10,-0.004,-0.01,-0.1,0
0.003,0.8,0,0.0043,-0.011,0.1,0
-0.003,-4.6,0,0.0056,0.01,-0.2,0
-0.001,0.9,-20,-0.0061,0.007,0.1,0
0.002,3.8,-10,0.0039,-0.01,0,0
-0.002,-4.2,0,0.0055,0.018,-0.2,0
-0.001,-5.1,-20,0,0.026,0,0.01
0.002,4.6,-20,-0.0037,-0.014,0.1,0
-0.002,-1.5,10,0.0051,0.015,-0.1,0
-0.004,-3,-10,-0.007,0.023,-0.1,0
0.002,2.7,-10,-0.005,0.005,0.3,0.01
0.001,1.2,20,0.0053,0.014,-0.1,0
-0.003,-3.3,20,0.0046,0.026,-0.2,0
0.003,3.2,0,-0.0063,0.022,0.3,0
0.001,2.6,20,-0.0067,-0.002,-0.1,0
-0.002,-2.7,20,-0.0034,-0.016,-0.2,0
-0.001,-3.3,-10,0.0051,-0.004,0,0
0.002,2.2,-10,0.0027,0.012,0.2,0
-0.001,-6.9,-10,0.0018,0.007,-0.1,0
-0.001,-8.1,-40,0.0005,0.011,0,0
0.001,7.7,-30,-0.0048,0.008,0.2,0
0.004,11,0,-0.0031,-0.003,0.1,0
-0.008,-4.1,30,0.0013,-0.006,-0.5,0
-0.002,-4.6,10,-0.0029,0.011,-0.1,0
-0.002,-2.3,-20,-0.003,-0.013,-0.1,0
0.001,1.4,-20,0.0042,-0.013,0.1,0
-0.001,-2.4,-30,-0.0088,0,0.1,-0.01
-0.001,-4.8,-20,0.0059,0.015,-0.1,0
0.001,-4.4,-40,0.0041,0.03,0.1,0
-0.001,-2.6,-50,-0.001,0.035,0.1,-0.01
0.005,2.5,-50,-0.0023,0.029,0.2,0
-0.003,0.7,-40,-0.0048,0.021,-0.3,0.02
-0.001,-0.3,-40,-0.007,0.008,0,0
0.002,7.7,-20,0.0046,-0.01,0.1,0
0.001,4,20,0.0074,0.023,-0.1,0
-0.006,-4.8,20,0.002,0.042,-0.3,0
0.002,9.7,20,-0.0051,0.026,0.2,0
0.001,11.8,40,-0.0059,0.017,0,0.01
0.002,9.8,60,-0.0061,0.004,-0.1,0
-0.001,5,70,-0.0057,-0.007,-0.3,0
0.004,0.3,70,0.0037,-0.016,0.3,0.01
0.001,-0.1,70,0.0068,-0.001,-0.1,0
0.001,-4.5,70,0.0063,0.012,-0.2,0
-0.001,-7.7,60,0.0047,0.02,-0.1,0.01
-0.002,-10.3,40,-0.0008,0.025,-0.1,0
-0.001,-6,0,-0.0075,0.005,0.1,0
0.001,-0.5,-10,-0.0066,-0.013,0.3,0
0.002,4.2,-10,-0.0025,-0.023,0.2,0
0.001,4.5,10,0.0023,-0.02,0,0
-0.001,-1.7,20,0.0034,-0.006,-0.2,0
0.003,0.8,10,-0.0031,-0.011,0.2,-0.01
-0.001,-3.9,10,0.0004,0,-0.1,0
0.002,4.2,-10,0,-0.002,0.2,0
0.001,5.1,0,0.0014,0,0,0.01
-0.002,-3.4,10,0.0002,0.006,-0.2,0
0.001,3.5,0,-0.0003,-0.002,0.1,0
-0.002,-6.9,-30,-0.0008,-0.004,0,0
0.001,1.7,-50,0.0021,0,0.3,-0.01
0.001,5.5,-40,0.0012,0.003,0.2,0
0.003,8.5,-10,-0.0009,0.003,0,0
-0.002,-2.1,20,-0.0028,-0.012,-0.2,0
-0.002,-5.4,-10,0.0036,-0.011,0,0
0.001,2.6,-20,0.0052,0.018,0.1,0
0.001,4.4,-10,0.0025,0.029,0,0
0.001,4.6,10,-0.0065,0.019,0,0
0.003,2.6,30,-0.0023,-0.025,0.1,0
-0.001,-1.4,30,0.0026,-0.025,-0.2,-0.01
-0.002,-5.1,20,0.0033,-0.015,-0.1,0
-0.001,-4.7,10,0.0026,-0.006,0,0
-0.003,-3.5,-20,-0.0073,-0.016,0,0
0.002,6,-10,-0.0017,-0.04,0.3,0
0.002,8.7,0,0.0022,-0.039,0.1,0.01
0.001,-0.3,30,0.0065,-0.004,-0.2,0
-0.004,-6.4,20,0.0036,0.012,-0.2,0
-0.001,-3.6,10,0.0005,0.005,-0.2,0
-0.003,-7.1,-20,0.0006,0.011,-0.1,0
0.002,10,-10,0.001,0.006,0.3,0
0.001,12.3,0,0.0022,0.009,0,0.01
0.002,10.1,40,0.0018,0.015,-0.2,0.01
-0.001,-2.4,50,-0.0021,0.014,-0.4,0
-0.004,-9.3,40,-0.0031,0.009,-0.3,0
0.003,2.1,-10,0.0035,0.015,0.1,-0.01
-0.002,-1.4,-10,0.0011,0.022,-0.2,0
0.001,4.2,0,0.0016,-0.01,0.1,0
-0.002,-2.9,20,-0.0023,-0.002,-0.1,0
0.001,1.1,10,-0.0013,-0.018,0.1,0
-0.001,-3.9,0,0.0026,0.004,-0.1,0
0.001,-3.8,-10,0.0012,0.01,0,0
-0.001,-3.6,-20,-0.0014,0.01,0,0
0.002,6.9,-10,0.0008,-0.013,0.1,0
0.001,6.2,10,0.0045,-0.004,-0.1,0
-0.004,-2.8,20,0.0034,0.012,-0.3,0
0.003,3.1,-10,-0.0016,-0.006,0.1,0
-0.001,-1.2,0,-0.0008,-0.01,-0.2,0
0.002,-3.3,-10,0.0028,-0.007,0,0
-0.003,-5.3,-20,0.0011,-0.003,-0.1,0
-0.001,-4.5,-30,-0.0022,-0.004,0.2,-0.02
0.001,2,-30,-0.001,-0.01,0.2,0
0.002,6.8,-20,0.0036,-0.007,0.2,0
0.001,-6.5,0,0.0028,0.029,-0.3,0
-0.001,-8.4,-30,-0.0035,0.028,0.1,0
-0.001,-2.8,-60,-0.0039,0.009,0.1,0
0.001,7.7,-40,-0.0024,-0.007,0.2,0
0.001,10.2,-30,-0.0016,-0.01,0.1,0.01
0.002,11.5,-10,0.0008,-0.011,0,0.01
0.002,10,10,0.0028,-0.008,-0.2,0.02
-0.002,-0.1,20,0.0028,0.002,-0.3,-0.01
-0.003,-6,10,-0.0009,0.006,-0.1,0
-0.004,-0.8,0,0.002,-0.003,-0.2,0
0.001,2.2,0,0.0025,0.005,0.1,0
0.003,3.4,10,0.0025,0.014,0,0
-0.003,-5.2,10,-0.0046,0.01,-0.2,0
0.002,6.5,0,0.0041,-0.001,0.1,0
-0.005,-2.6,20,-0.0004,0.014,-0.3,-0.01
0.002,2.1,0,0.0001,0.004,0.1,0
-0.002,-3.7,10,-0.0029,0.001,-0.1,0
-0.001,-3,-10,-0.0036,-0.01,0,-0.01
0.001,5.2,0,-0.0021,-0.005,0.1,0
0.001,5,20,-0.0033,-0.014,0,0
-0.003,-4.3,20,0.0012,-0.021,-0.2,0
0.001,-0.4,0,0.0057,-0.002,0.1,0
0.001,0.2,0,0.0043,0.017,0,0
-0.001,-2.7,-10,-0.0062,0.001,-0.1,-0.02
-0.001,-1.5,-30,0.004,-0.006,0,0
0.002,3.3,-20,0.0038,0.012,0.1,0
-0.001,1,-10,-0.0066,0.001,0,0
0.001,1.3,0,0.0041,-0.005,0,0
-0.002,-4.4,0,0.001,0.009,-0.1,0
0.001,4.7,-10,0.0022,0.011,0.1,0
0.002,4.1,20,-0.0003,0.011,0,0
-0.002,-2.4,20,-0.0007,0.01,-0.2,0
-0.001,-4.1,0,0.0014,0.006,0,0
0.001,3.5,-10,-0.002,0.001,0.1,0
0.003,3.4,10,-0.0015,-0.005,0,0
-0.003,-2,10,-0.002,-0.01,-0.3,0
-0.002,-5.2,-10,0.0046,0.003,-0.1,0
0.001,-4.5,-20,0.0045,0.011,0.2,0.01
0.002,6.2,-10,-0.0041,-0.009,0.1,0
-0.002,-5.4,0,-0.0031,0.003,-0.1,0
0.002,3.5,-20,0.0039,0.01,0.1,0
-0.001,-3.3,-10,-0.0017,0.018,-0.1,0
-0.001,-5.5,-30,-0.0043,0.004,0,0
-0.001,-4.6,-40,-0.0044,-0.006,0.1,0
0.002,2,-50,0.0037,-0.01,0.1,0
-0.002,-1.5,-40,0.0059,0.018,-0.1,0
0.001,-1.4,-50,0.0041,0.028,0.1,-0.01
0.001,7.7,-30,-0.0042,0.012,0.2,0
0.001,10.1,-10,-0.0029,0.005,0.1,0
0.002,10.5,0,-0.0014,0.002,0,0.01
-0.001,-4.2,30,0.0029,0.011,-0.2,0
-0.001,-10.2,0,0.0017,0.02,-0.1,0
-0.002,-11.2,-20,0.001,0.023,0,-0.01
0.002,4.6,-50,-0.0026,0.015,0.2,0
-0.001,-3,-10,0.0024,0.004,-0.1,0
-0.001,-4.3,-20,0.0025,0.01,0,0
-0.002,-0.9,-40,-0.0014,0.008,0.1,-0.01
0.003,3.8,-40,-0.0007,0.005,0.3,0
0.001,4.8,-20,0.0002,0.005,0,0
-0.001,-1.9,-10,-0.0006,0.007,-0.2,0
-0.001,-4.2,-20,-0.0022,0.002,-0.1,0
-0.002,-2.1,-40,-0.0022,-0.008,-0.1,0
0.002,3.1,-40,0.0002,-0.018,0.2,0
0.001,3.5,-10,-0.0004,-0.002,0.1,0
-0.001,-4.4,-10,0.0003,0.002,0,0
0.001,5,-10,-0.0002,0.002,0,0
-0.002,-7.1,-30,0.0004,0,-0.1,0
-0.001,-5.4,-40,0.0005,0.001,0.1,-0.01
0.001,8.2,-30,0.0009,0.005,0.2,0
0.002,12.6,-10,0.0007,0.007,0.1,0
0.001,9.7,40,-0.0003,0.008,-0.2,0
-0.003,-7.7,40,-0.0017,0.001,-0.3,0
-0.001,-9.4,30,-0.0015,-0.003,0.1,-0.02
0.002,6.7,10,0.003,0.011,0.2,0
0.001,6.8,20,0.0021,0.016,-0.1,0.01
-0.001,-7.1,20,-0.0043,0.004,-0.2,0
0.001,-7.3,-10,-0.0019,-0.012,0.1,0
-0.002,-7.4,-40,0.0037,-0.009,0,0
-0.001,-2.9,-60,0.0058,0.008,0.1,0
0.002,1.8,-60,0.0045,0.02,0.2,0
0.001,6.3,-40,-0.0002,0.027,0.1,0
0.001,5.7,-20,-0.0057,0.015,-0.1,0.01
0.001,3.7,-10,-0.0063,0.006,-0.2,0.01
0.001,-2,-20,0.0042,-0.006,0,0
-0.001,0.6,20,-0.0102,-0.01,0,0
-0.005,-4.7,20,0.0031,-0.038,-0.2,0
0.001,-2.8,-10,0.0044,-0.007,0,0
0.001,-0.4,-20,-0.0056,-0.012,0,0
0.002,-0.3,-20,0.0047,-0.025,0,0
0.001,-0.8,-20,0.0074,-0.015,-0.1,0
-0.005,-3.9,-30,0.0031,-0.004,-0.2,0
0.003,-3.3,-50,-0.0059,-0.01,0,0
-0.001,-3.5,-50,-0.0057,-0.02,-0.1,-0.01
-0.002,-4.3,-60,0.0001,-0.029,0,0
0.001,-1.8,-70,0.007,-0.021,0.2,-0.01
-0.001,0.6,-70,-0.0018,0.001,-0.1,0
-0.001,1.1,-20,-0.0057,0.002,-0.1,0
0.001,-0.8,-20,0.0063,0.001,0,-0.01
-0.002,-2.7,-20,0.0005,0.011,-0.1,0
-0.002,-3.9,-40,-0.0084,-0.005,0,0
0.002,1.6,-40,0.0047,-0.017,0.2,0
0.001,2.4,-10,0.007,0.013,-0.1,0
-0.003,-0.6,-10,0.0046,0.023,-0.2,0
0.001,-1.7,-10,0.0018,0.028,0,-0.01
-0.002,-1.2,-20,-0.0078,0.021,0,0
-0.001,2.9,-20,-0.0063,-0.002,0.2,0
0.002,6.5,-10,-0.003,-0.011,0.2,0
0.001,9,10,0.0016,-0.012,0.1,0.01
0.002,9.9,30,0.0068,-0.004,0,0
0.001,2,60,-0.0083,0.005,-0.2,0
-0.001,-3.9,40,0.0034,-0.017,-0.1,0
0.001,-5.8,30,0.0082,-0.006,-0.1,0
-0.003,-9.8,-10,0.003,0.022,-0.1,0
-0.002,-2.6,-50,-0.0078,0.005,0.2,0
0.001,1.4,-50,-0.0065,-0.007,0.4,0
0.001,5.5,-40,-0.0027,-0.014,0.2,0
0.001,5.2,-30,0.0072,-0.006,-0.1,0
-0.001,1,-10,0.0055,0.017,-0.1,0
0.001,-1.2,-30,-0.0068,0.024,0.1,0
0.001,3.7,-20,0.0082,0.016,0.1,0
-0.001,0.5,-10,-0.0061,0.024,-0.1,0
-0.001,-3.2,-10,-0.003,0.018,-0.1,0
-0.001,-5,-20,-0.0016,0.009,0,0
-0.002,-4.6,-30,0.0002,0.008,0,0
0.001,3.6,-20,-0.0026,-0.033,0.1,0
0.002,1.6,-10,0.0097,-0.006,-0.1,0
-0.003,-2.7,-10,0.0048,0.008,-0.3,0.01
-0.001,-5,-20,-0.0047,0.007,0,0
0.001,0.8,-40,0.0045,-0.006,0.1,0
-0.001,-2.4,-40,-0.0035,0.01,0,-0.01
-0.001,-2.1,-40,-0.0073,0.003,0.1,0
0.002,3.1,-40,0.0071,-0.022,0.1,0
-0.001,1,-30,0.003,-0.009,-0.1,-0.01
0.001,0,-30,-0.005,-0.011,0,0
0.001,0.4,-30,0.0066,-0.018,0,0
0.001,1,-30,0.0094,0,0.1,-0.01
