REGRESSION,Column 2,Column 3,Column 4
5.9,52,-56.03,-27.47
5.8,0,-2.25,141.1
6.1,20,-26.02,84.3
5.9,68,-4.72,152.56
6.5,33,-29.22,-175.94
6,77,-29.37,-176.13
5.9,16,45.2,93.86
6,45,36.44,141.17
6.4,12,7.76,-77.57
5.8,10,7.74,-77.54
6,50,46.22,153.14
5.9,46,46.01,152.88
6.3,210,36.42,70.76
6.2,7,39.34,73.77
5.8,26,39.46,73.63
5.9,19,-38.34,-73.27
5.9,45,32.18,142.37
6.4,0,73.41,54.93
5.9,34,18.27,119.2
5.8,62,-4.26,143.55
6,60,-9.8,108.49
5.8,40,55.25,162
5.9,331,-30.54,-178.03
5.8,105,-6.2,146.1
5.9,41,-0.28,12.83
6,5,43.12,146.56
6.2,9,-12.24,-77.58
6.4,41,17.37,-61.99
6.3,34,44.64,150.09
5.9,596,-17.97,-178.49
6.2,18,-8.4,154.03
6.3,33,-15.49,167.1
6.3,156,-6.93,129.52
6.4,0,70.81,53.91
5.9,125,42.53,141.75
6,6,-12.44,-77.46
6.1,55,-6.44,105.38
5.8,31,-15.91,-178.47
5.8,58,2.27,121.06
5.8,44,35.85,141.1
6.2,62,-15.12,167.16
5.8,36,-53.59,-28.26
6.1,29,-6.06,154.23
5.8,58,-15.24,167.3
6.1,429,30.71,138.44
5.9,32,-6.15,153.05
6,32,-5.04,129.99
5.8,20,0.51,97.89
6,156,-7.65,-74.46
5.9,32,-2.3,99.01
5.8,7,51.66,174.59
5.9,45,35.05,72.91
5.9,58,61.92,-149.72
5.9,74,-2.99,101.68
6,82,-4.93,130.09
5.8,99,-17.86,-174.57
6.2,1,32.38,78.5
5.8,49,31.94,78.53
5.8,6,35.05,141.37
6,40,7.18,-77.76
5.9,2,53,173.47
6,10,53.08,173.58
6.1,16,40.66,122.63
6.2,9,-7.24,149.58
6.3,43,51.32,-179.44
6.1,333,-24.98,-178.88
5.8,72,-6.07,148.21
5.8,574,-17.84,-178.53
6.1,7,-2.39,126.15
5.8,31,27.47,56.24
6.1,28,-29.89,-71.4
6,86,-21.75,170.53
6.2,111,-4.26,-77.01
6.1,29,22.68,122.84
5.9,429,-32.36,179.88
5.8,5,42.04,-112.41
6.1,131,-4.06,152.75
5.8,33,-50.84,139.19
5.8,93,-14.79,-72.66
6,15,71.49,-10.36
5.8,31,-36.41,-98.82
5.9,17,16.47,-98.86
5.8,472,-31.79,-179.51
5.8,33,35.8,79.86
5.8,24,37.2,142.09
6.2,30,-38.03,-72.78
5.8,37,1.03,126.02
5.8,1,22.7,122.61
6.5,34,35.98,-17.56
6,97,0.75,122.61
5.8,647,-20.61,-179.14
5.8,59,-4.5,153.53
5.8,0,44.39,146.87
5.9,72,43.26,147.39
6,42,36.31,143.3
6,65,43.51,147.65
6.2,39,-3.1,148
5.9,53,30.07,142.15
6.1,549,38.78,130.09
5.9,112,21.42,94.62
5.8,20,32.84,142.43
5.9,81,6.51,126.65
5.8,88,-10.34,161.2
6.5,54,-6.64,155.09
6.1,49,-7.15,155.21
6.3,58,-6.63,154.66
6.2,63,-6.84,155.41
5.8,93,-9.84,123.96
6,46,53.48,-161.39
6.2,33,-2.51,146.03
6.1,187,-22.73,-66.62
5.8,53,-6.9,147.77
5.8,41,54.92,167.87
6.3,0,73.34,54.5
5.8,68,10.04,125.86
5.9,65,-10.13,121.7
6,32,38.51,40.77
6.3,66,7.05,-104.18
5.9,27,-34.74,81.88
6.1,12,-20.45,-173.96
5.8,123,-9.49,-74.65
6,47,-4.83,102.24
5.8,19,-4.83,102.04
6,69,-12.54,166.47
6.2,23,0.91,-26.71
6,128,-15.4,167.55
6.4,11,-24.91,-175.16
6,33,-24.2,-175.1
6.1,106,-7.54,128.76
6.7,0,70.84,53.53
6.6,0,73.33,54.93
5.9,61,6.54,126.81
5.8,39,-22.91,-70.48
5.8,0,49.91,78.92
5.9,62,42.05,142.66
6.5,48,12.47,126.01
6,117,13.82,144.79
5.8,405,-18.39,-177.88
6.1,30,12.5,126.06
5.8,44,13.83,125.07
6,35,12.91,125.89
5.9,69,-12.25,166.61
5.8,0,7.55,-77.5
5.8,411,-33.02,-179.96
5.8,51,-57.78,-25.52
5.9,11,19.46,-155.14
6,49,-14.92,-172.88
5.8,94,-11.54,-74.52
5.8,69,-7.01,155.75
5.9,33,-11.74,164.81
6,546,51.93,151.57
6.4,102,-4.07,142.11
6.3,33,-16.22,-172.47
5.9,18,-56.8,-68.42
6.2,23,-28.78,-177.39
5.9,101,-13.31,-74.94
5.9,5,66.25,-16.54
6.4,29,-29.48,-177.57
6.5,56,-29.02,-177.42
5.9,42,-29.64,-176.76
6,64,-30.01,-176.85
5.8,33,-32.67,-178.21
6,11,-32.65,-177.81
6.2,5,44.74,149.15
6.2,615,-7.46,119.89
5.9,54,-28.65,-177.38
5.8,48,44.62,149.69
6,68,-29.35,-177.29
5.8,48,17.15,-100.23
5.9,38,54.52,162.02
6,5,15.28,-89.19
5.9,37,-5.96,146.33
5.9,40,-57.39,-64.46
6.2,0,12.98,125.74
5.8,71,-6.36,154.84
5.8,9,-39.93,-74.89
5.9,50,-8.36,121.46
6.3,98,-14.77,167.12
6,25,-10.62,165.06
6.2,75,-29.92,-177.8
5.8,3,-30.6,-178.21
5.8,35,3.96,-85.88
5.8,21,-3.94,152.04
6.2,10,40.31,63.72
6,5,40.18,63.79
6,19,0.85,-79.63
5.9,19,28.7,52.12
5.8,19,-44.58,167.64
6.2,10,-29.93,-177.62
5.9,12,46.35,13.26
5.9,21,-7.47,154.68
5.8,21,-7.58,154.61
5.9,40,-51.6,139.76
5.9,32,-32.63,-178.19
6.1,146,-37.28,177.16
5.9,5,-11.62,-74.45
6.2,14,40.35,63.45
5.8,161,4.49,-75.77
5.8,72,-31.3,-177.67
5.8,198,3.69,125.14
5.8,112,-5.91,145.88
6,107,-5.6,154.29
5.9,164,-5.6,148.35
5.9,122,-5.02,153.65
5.8,56,-10.51,-78.3
5.9,3,24.51,98.95
6,27,-41.5,-75.34
6.1,96,-5.13,153.55
6,79,-10.08,161.06
5.8,36,-7.38,154.69
6,28,14.06,124.87
6,48,17.45,-100.65
5.9,36,0.52,134.75
5.8,21,24.79,125.98
6.3,1,3.4,96.28
5.9,35,0.53,134.84
6.3,33,-4.58,140.13
5.8,35,-4.34,139.86
6,26,3.78,126.81
5.9,33,-4.52,140.24
6.2,20,-33.78,-177.83
5.9,29,-29.51,25.17
5.8,0,49.85,78.97
5.9,33,-50.01,-115.1
5.8,402,47.31,145.75
6.2,25,7.48,-78.28
6.1,3,7.41,-78.05
6.1,37,-8.21,114.87
5.9,41,-8.17,114.84
6.1,62,-4.18,152.76
6.1,10,39.56,117.87
6.1,37,39.71,118.37
5.9,0,47.81,48.1
5.8,6,-30.32,-177.87
6,43,-20.59,169.31
6.2,31,26.7,97.04
6.1,9,32.78,104.09
6,146,-34.28,-176.53
6.4,8,6.22,124.11
5.8,33,7.18,123.55
5.8,52,7.33,123.54
5.8,44,7.35,123.42
6,33,10.09,125.9
6.2,17,7.22,122.99
5.9,165,-6.77,129.62
6,15,32.59,104.25
6.2,18,32.49,104.18
5.9,55,6.52,124.07
5.8,0,49.95,78.98
5.8,51,1.03,147.56
5.9,12,-9.2,148.17
6.1,51,44.78,149.21
5.8,0,73.41,54.5
5.9,40,6.93,124.04
6,16,-30.48,-177.42
6.1,20,-6.43,153
5.9,115,-10.45,161.34
5.8,196,36.5,70.58
6,33,-4.54,139.93
5.8,47,-29.36,77.65
6.1,64,8.52,126.41
5.9,32,6.98,123.89
5.9,44,38.12,142.26
6,27,39.5,117.73
6.1,33,-8.84,156.97
6,52,7.09,123.59
5.8,0,49.97,79.01
6.1,10,39.05,44.04
6,424,-19.5,-177.7
5.8,11,41.33,-125.66
6.2,190,36.52,71.05
6.5,70,-20.57,-68.93
5.9,0,49.87,78.89
5.8,370,-31.95,179.18
5.8,503,28.04,139.67
6.3,11,28.27,130.67
5.8,6,48.84,-129.13
5.8,47,23.41,143.71
5.8,112,-7.9,109
5.9,27,-2.51,126.68
5.8,43,38.19,90.97
5.9,33,-3.65,144.5
6,67,-24.93,-68.68
5.9,22,-41.74,174.3
5.8,15,37.02,95.73
5.8,55,5.04,126.63
6,20,40.11,70.86
5.9,555,-24.66,-63.39
6.1,31,-66.49,-82.45
6.1,33,-60.96,-22.96
6.1,49,0.54,126.05
6,46,33.15,141.06
5.8,33,-41.31,80.52
6.1,44,53.54,169.96
5.9,54,-6.26,147.59
6.3,52,6.74,123.74
6.1,86,45.83,26.72
5.9,556,41.66,131.05
5.8,56,-4.96,131.03
6.2,40,16.73,122.29
6,43,44.16,148.23
5.8,0,-21.89,-138.96
6.2,24,27.59,56.38
5.8,119,-14.76,167.11
5.9,23,27.57,56.3
6.4,33,-16.79,-172.02
6.3,49,-9.9,160.44
5.9,33,-9.97,160.59
6.1,33,-9.94,160.48
6.7,33,-9.76,160.69
6,33,-9.73,160.17
6.4,31,-10,160.77
5.8,63,-10.21,160.74
5.8,42,-10.31,160.74
5.9,53,-1.81,120.46
5.8,0,49.86,78.84
5.8,21,-14.02,-14.49
6.3,69,-22.91,-175.74
5.9,31,22.68,-45.11
5.8,109,-7.73,127.77
6,44,1.42,126.36
6.1,120,-56.17,-27.7
6.2,33,-53.82,158.84
6,37,16.86,122.39
6,48,-33.79,-179.58
6,17,-15.29,-173.07
6.3,3,-8.04,155.56
6,103,-56.11,-27.83
5.8,45,-10.58,161.35
6.2,53,-17.58,-174.39
5.9,62,-6.55,155
5.8,60,-7.89,107.55
5.8,36,46.76,153.63
5.8,54,-11.21,118.43
6.8,33,-11.16,118.41
5.9,39,-10.94,118.4
5.8,33,-10.89,119.17
5.9,33,-11.1,119.09
6,51,-10.88,119.26
6.3,33,-59.54,-20.59
6.2,4,-8.1,125.38
6,11,17.46,119.8
5.8,74,-11.04,119.17
6,59,-13.74,166.74
5.8,24,51.31,177.91
5.8,0,50.05,78.93
5.8,4,34.95,23.05
5.8,43,11.8,143.12
5.9,26,-1.92,126.64
5.8,34,-11.29,118.1
5.9,29,-9.99,117.29
6.4,24,-25.87,-175.37
5.9,33,-15.78,-173.01
6.2,33,-27.93,173.13
6,592,-27.96,-62.82
5.9,103,-6.21,146.66
6.3,33,-11.48,118.21
5.9,95,-10.2,161.16
6.4,4,-31.04,-67.76
6,33,-31.02,-67.51
6,0,-21.86,-138.94
5.8,26,-31.37,-67.79
5.9,17,-31.44,-67.44
6,0,49.93,78.89
5.9,64,-5.01,145.1
5.8,22,3.52,95.91
5.9,21,-31.24,-67.9
6.3,42,25.54,143.25
5.9,10,16.54,40.32
6,86,-5.13,151.79
6,125,-15.37,-71.71
5.8,19,18.79,121.91
6,50,44.56,149.58
6.2,24,34.8,139.22
5.8,20,-31.25,-68
5.8,112,-34.29,-70.38
5.8,46,-4.2,123.37
6,64,-5.39,151.73
6,81,-26,-177.24
5.8,80,-0.07,124.1
5.8,34,-30.63,-177.6
5.8,99,-8.7,124
6,60,38.83,142.03
5.8,537,-4.94,125.25
6.1,517,-4.88,125.35
5.9,49,29.33,130.53
5.8,33,-26.6,-114.59
6.1,75,-4.66,153.06
5.9,436,31.93,137.62
6.5,441,31.99,137.61
6,278,26.45,140.76
5.8,47,-22.91,-175.3
6.3,60,43.86,148.84
5.9,53,43.99,148.91
6.2,36,44.22,148.87
5.8,45,44.09,148.68
5.8,56,44.27,148.9
6.1,82,44.7,148.17
6,48,44.41,149.58
6,48,44.3,149.6
6,28,29.68,-67.45
6.4,62,44.11,148.62
6.1,34,42.84,78.6
5.8,70,-8.62,125.07
5.9,33,-27.97,-70.3
5.8,97,-19.63,169.1
6.2,62,-4.94,133.99
5.8,51,10.06,-77.89
5.8,2,44.38,149.42
6.6,59,-11.39,116.68
5.9,12,-9.43,148.94
5.9,10,56.52,-152.61
6,118,5.14,127.44
5.8,230,36.64,71.26
5.8,37,4.69,124.61
5.9,54,-5.92,103.92
6.1,49,-9.88,160.5
6.3,70,-37.84,176.73
6.5,182,-14.6,167.31
5.8,43,-0.74,127.33
6.2,160,31.07,130.1
5.9,28,51.24,-179.25
5.8,30,24.29,142.7
5.9,22,-1.05,146.48
5.9,33,40.4,63.66
5.9,0,49.88,78.81
6.7,48,38.23,142.02
5.9,39,38.38,142.41
6.1,29,8.28,122.43
5.9,41,8.24,122.36
6,153,7.85,126.38
6.5,0,-17.06,-172.28
6.1,3,40.78,23.24
5.8,380,48.27,148.66
5.9,37,-5.05,102.38
5.9,0,-5.07,102.33
5.9,25,-15.27,-175.45
5.8,27,-18.27,167.99
5.8,0,49.84,78.92
5.9,43,0.55,126.24
5.8,11,52.26,-168.84
5.9,305,-14.95,-175.81
5.8,45,-4.2,152.84
6.4,34,22.19,121.42
5.8,37,-20.64,172.57
6.3,49,-26.52,-70.66
5.9,16,-0.14,131.79
5.9,0,73.31,54.7
5.8,57,-59.8,-26.33
6.2,39,-30.62,-178.07
5.8,8,-47.53,32.26
5.9,0,49.98,79.02
5.9,37,-7.53,156.5
6,116,24.81,121.87
5.9,215,-13.35,167.13
5.9,44,-30.57,-178.06
6,0,49.91,78.94
6,48,48.21,154.33
6.4,34,33.37,57.44
6.1,217,-13.94,167.18
5.8,138,-14.92,167.14
5.8,50,39.4,74.76
5.9,50,33.47,140.95
5.8,0,47.81,48.09
5.8,61,-5.45,152.02
5.9,7,39.34,72.56
6,37,37.71,48.95
5.9,42,-11.21,162.13
6.2,39,-11.14,162.16
5.8,27,47.79,146.54
5.9,63,-10.92,162.16
6,0,49.93,78.77
6.3,23,16.07,-96.55
5.8,0,-21.85,-139
5.9,85,-10.22,161.48
6.3,118,44.55,146.67
5.8,465,-7.08,117.95
6.2,36,7.33,123.4
6,40,0.55,126.06
5.9,0,47.78,48.14
5.8,7,-8.27,121.38
6.5,47,23.17,122
5.9,10,33.96,59.53
6,0,47.87,48.06
5.9,38,-30.02,-177.47
5.8,45,17.53,-100.79
5.8,35,-18.52,168.15
5.9,12,54.8,-161.29
5.8,54,0.02,126.01
6.2,114,5.23,127.36
5.9,149,6.01,126.01
5.8,135,-15.57,167.57
6.2,48,-13.61,166.66
6.2,42,-16.52,-72.6
5.9,46,40.22,143.55
6.2,17,60.73,-141.55
5.9,4,1.02,120.4
6.3,3,17.76,-101.3
6,75,18.02,-69.03
5.8,24,41.95,83.38
6.5,38,3.02,127.01
6.1,4,42.05,19.05
5.9,545,5.66,123.59
5.8,108,-0.05,123.03
5.9,596,-20.82,-178.67
5.9,30,9.3,125.57
6.2,77,-21.22,169.72
5.9,123,-6.38,105.93
5.9,256,19,145.42
5.9,51,-22.95,-69.09
5.8,598,24.13,142.41
6,27,0.66,126.08
6.4,55,56.65,-156.72
5.9,209,-15.44,-70.05
6,46,52.68,-166.97
5.8,111,36.45,31.72
5.8,54,-24.6,-70.18
6,40,-8.32,115.92
5.9,6,-30.73,117.21
5.8,31,8.14,-38.12
5.8,109,-56.02,-27.98
5.8,87,-6.55,147.28
5.9,15,38.79,26.57
6.2,108,17.04,-94.61
6.2,9,49.88,78.92
6.1,190,-5,145.58
5.9,30,-19.86,-173.04
5.8,0,7.11,-82.31
6,62,43.88,146.72
6,51,-32.16,-71.4
5.8,0,50.05,79.06
5.8,74,33.87,131.91
6.3,32,-11.16,107.72
6,0,-21.86,-139
6.1,0,49.86,78.94
6.1,204,-22.86,-177.47
5.8,56,34.57,140.37
5.8,73,-4.86,153.5
5.8,566,41.85,130.87
6.1,0,49.93,78.98
5.9,231,36.48,70.15
6.1,43,8.95,-83.49
6,13,10.72,-41.68
6,43,19.05,122.12
5.8,56,53.97,-165.22
6.2,33,-1.71,136.05
5.8,28,-1.18,136.49
5.8,28,53.64,169.74
5.9,50,3.48,128.06
5.8,6,42.8,13.04
5.8,38,52.23,174
5.8,3,-60.57,-50.35
5.8,46,45.09,76.96
5.8,54,-19.09,168.71
5.9,35,-2.84,119.57
6.2,10,1.16,94.2
5.8,69,-7.17,106.1
6,33,-46.54,165.91
6.1,601,18.49,145.39
5.9,24,-1.18,136.59
6,60,51.82,177.12
5.8,0,73.34,54.73
5.9,37,-8.4,115.83
6.2,26,0.66,126
6.1,17,-10.68,161.35
5.8,33,-10.58,161.75
5.8,0,47.79,48.11
6,0,49.96,79.07
5.8,25,-1.2,136.61
6,71,-13.4,166.7
6.1,94,-7.76,108.18
5.9,92,17.89,-68.61
6,24,-9.5,159.26
6.1,62,-13.32,166.69
6,50,-4.43,102
6.4,32,-23.61,-174.85
6,3,34.03,59.81
6.1,36,-16.73,179.99
6.1,19,-1.94,134.17
6.2,115,5.89,125.33
5.8,120,-31.34,-178.72
6.3,105,4.81,-76.2
5.8,1,-18.93,-176.52
6.2,9,34.08,59.8
6,0,49.88,78.84
5.9,0,34.14,59.92
6.2,126,28.95,140.94
6.2,28,1.62,-79.34
5.8,30,-3.41,102.58
6.2,0,49.92,78.8
5.8,56,3.56,126.86
5.9,33,-4.69,-105.74
5.8,64,1,126.02
6,0,38.75,-27.75
6,72,6,126.13
5.8,42,51.31,-178.5
5.9,36,-17.62,-171.16
5.8,45,-7.89,156.24
6,0,-54.21,158.78
5.8,62,-4.7,153.17
6,74,36.47,76.86
5.8,54,44.51,149.55
5.9,54,-10.68,161.66
6.3,49,43.47,146.59
5.9,35,43.14,146.88
5.9,2,43.22,146.9
5.9,52,-6.02,150.12
5.8,55,-6.04,150.01
6,112,6.33,126.9
5.9,36,-22.67,171.42
6.1,25,52.94,-167.7
6,33,52.78,-167.8
5.8,0,23.86,-45.57
5.8,494,-4.63,154.89
5.9,46,16.09,121.94
5.8,66,9,126.27
6.6,102,-23.53,-177.27
6,33,-10.87,164.22
5.8,75,-8.05,108.79
5.8,38,51.21,173.62
5.9,57,34.5,140.42
5.9,38,-14.52,167.93
6.1,62,-6.03,154.56
5.8,70,-5.96,154.43
6.1,0,37.59,-118.8
6,73,-19.42,-69.33
6,55,-18.61,-174.7
5.9,168,-7.37,128.58
5.9,56,-5.19,152.19
5.8,37,-15.25,-173.53
5.8,29,9.5,126.6
6.1,16,-30.18,-177.91
5.8,0,-58.07,-10.68
6.1,59,-5.24,151.71
5.8,19,34.81,139.29
5.9,185,6.63,125.77
5.9,29,-12.49,166.37
5.8,48,39.29,22.91
5.9,55,-29.32,-177.24
6.3,88,-4.45,143.53
6,97,-29,-69.69
5.8,0,-21.86,-139
6,588,-17.89,-178.6
5.9,76,-12.3,166.5
6.1,131,-20.3,169.61
5.9,53,-13.09,166.34
6.1,23,29.63,81.09
5.9,9,15.93,-88.52
6,39,-15.22,-173.52
6.2,0,49.94,78.86
5.9,69,35.53,140.15
5.8,52,-3.25,142.33
5.8,128,-15.09,167.31
5.9,64,-6.3,154.81
5.8,44,-5.34,103.12
6.3,0,36.16,1.4
6,3,36.25,1.61
5.9,0,49.94,79.1
5.8,117,-6.11,145.54
5.8,74,-6.22,154.85
5.8,46,-21.95,170.09
6.3,65,18.22,-98.2
5.9,32,-22.3,170.39
6.1,60,11.78,125.5
5.8,37,-22.25,169.55
5.9,5,41.15,-124.3
6.1,0,-51.49,28.98
5.9,33,19.57,-69.58
6,1,27.4,88.8
6,0,40.86,15.33
6,221,-19.44,-175.83
5.9,77,-21.35,-68.1
5.9,0,49.87,78.97
6,30,-17.59,-172.31
6,84,-21.4,169.87
6,0,49.44,-129.57
5.8,31,-21.25,-174.41
6.1,82,30.63,140.85
5.9,33,-16.29,178.2
5.9,0,50.01,79.03
6.2,45,45.98,151.47
6.1,229,29.28,128.1
5.9,27,-61.11,-55.54
5.9,38,38.61,142.91
6.1,49,38.71,142.75
6,24,-4.56,139.28
6,35,38.28,142.71
6.4,110,42.48,142.15
5.8,30,38.18,142.87
6,10,-29.68,60.83
6.3,22,51.82,176.15
5.9,6,53.02,162.41
5.9,23,44.61,149.38
5.9,41,-22.11,174.76
5.8,79,-6.04,148.77
6.1,18,38.23,22.97
5.8,59,-13.77,166.5
5.8,32,38.24,23.26
5.9,33,3.93,-85.88
5.9,53,18.82,-103.95
5.9,228,-5.43,146.76
5.9,109,-19.52,-69.01
6.1,45,3.43,128.01
5.8,544,-27.28,-63.27
5.9,22,45.59,152.24
5.9,0,14.23,119.13
5.8,28,37.28,142.28
6,0,49.87,78.9
6.1,45,-13.4,166.44
6,522,-23.7,179.99
6.1,49,43.23,149.94
5.9,217,36.41,71.15
5.8,36,-1.96,-80.99
5.9,223,42.65,139.2
5.9,75,-5.14,154.74
5.9,140,5.82,126.98
5.9,0,-48.55,164.7
5.8,139,-14.75,167.28
6,81,-5.68,151.47
5.8,0,-49.13,164.63
6,10,-36,-17.08
5.8,54,44.66,148.92
5.8,316,16.57,145.48
6,31,29.89,57.72
6.3,114,-22.29,171.65
5.8,140,-15.44,167.48
5.9,11,29.99,57.77
5.8,41,-21.61,169.66
5.8,76,-5.18,151.75
5.8,67,-2.76,139.18
6,102,-22.09,170.9
6,3,48.71,157.37
5.9,33,-22.89,-175.82
5.8,74,-5.32,151.52
6.5,20,-15.08,-173.12
6.6,21,43.53,147.04
6,37,-21.5,169.61
5.9,18,30.66,141.78
6.1,30,35.68,73.6
6.1,0,49.89,78.98
5.8,10,24.84,-46.29
5.9,172,18.34,-68.86
5.8,101,-6.39,130.72
5.9,45,-22.22,170.48
5.9,23,-30.18,-177.96
6.1,274,-29.41,-179.03
5.9,10,-4.76,-112.01
6,0,73.32,54.55
5.8,12,-33.82,-179.44
5.9,15,50.72,160.4
6,18,-4.52,146.2
5.8,38,-9.42,159.34
5.9,606,-20.7,-178.65
5.9,62,-6.43,154.88
5.9,31,-11.4,66.3
5.9,62,-9.98,162.06
6.1,53,40.3,142.33
6.2,18,-33.15,-73.1
6,189,-7.11,129.06
6.1,0,49.88,78.89
6.3,28,18.18,-102.01
5.9,10,-31.38,-110.79
6,10,43.56,-127.7
6.3,21,-20.01,-174.23
6,15,-3.52,143.86
6.2,57,-32.17,-71.43
5.8,7,-2.3,22.83
6.2,39,18.75,120.86
5.9,38,42.98,146.2
5.8,594,-20.81,-178.87
5.9,43,-37.23,179.81
5.9,35,-6.14,152.03
6.1,10,23.96,125.92
5.9,64,-6.39,154.92
5.8,90,-56.4,-26.54
6,10,39.22,25.25
5.9,20,-30.01,-177.63
6.1,8,-30.03,-177.73
6.2,0,49.9,78.86
5.8,0,-2.11,139.79
6.4,30,26.84,142.74
6.1,607,18,145.67
5.8,192,-23.1,-177.27
5.8,177,-12.11,166.67
5.8,36,-3.41,177.55
5.8,10,46.99,-66.65
6.1,38,13.85,124.32
5.9,36,14.01,124.37
5.9,10,13.15,-87.56
6,23,-9.53,152.21
5.8,21,-9.55,152.21
5.8,10,39.96,24.39
6,25,31.68,82.28
6,62,53.26,-165.65
5.9,65,16.73,-61.44
5.8,200,-22.69,-66.62
5.9,34,-10.89,166.01
6.1,46,33.67,141.17
6,117,22.33,143.59
5.9,12,-25.19,-175.55
6.2,105,-56.05,-27.37
6,33,-9.52,118.35
6.3,27,42.23,142.46
5.8,196,-18.54,-175.12
5.8,10,-52.89,-46.98
6,36,-31.55,-178.6
6,85,-12.74,-76.04
5.9,55,-6.41,147.65
5.9,199,0.09,123.31
5.9,86,-15.86,-172.97
6.2,43,19.89,120.54
5.9,42,-28.21,-114.06
5.8,9,19.9,120.49
6.1,0,49.87,78.92
5.9,101,-0.61,123.28
6,10,-60.75,-20.95
5.8,26,-20.24,168.2
5.8,15,-3.36,177.4
5.9,40,48.82,154.93
5.8,46,55.07,165.4
5.9,22,7.79,135.76
5.8,47,38.76,142.22
5.9,44,-41.41,-74.97
6.3,33,-18.11,-172.51
5.8,56,51.57,-177.37
5.8,19,16.51,-98.25
6,20,16.58,-98.34
5.8,80,-5.66,150.99
6.3,125,-17.61,-174.45
5.9,59,-4.7,103.04
6,83,13.29,-89.39
6.3,449,-7.33,126.08
5.9,10,-55.42,160.23
6.4,45,44.56,151.03
6.3,51,51.39,-179.94
6.1,0,49.97,78.86
6.2,554,27.9,137.04
6.2,10,-51.15,160.64
6.2,37,36.36,141.63
6.1,18,51.76,176.08
5.8,43,13.81,146.36
5.9,28,-12.59,166.11
6.1,55,-11.16,115.42
5.8,58,-4.34,153.12
5.9,106,-5.05,143.96
6.1,1,33.71,22.94
6.1,10,6.75,-82.72
5.8,43,36.4,141.44
5.9,52,-2.71,-79.88
5.9,42,43.85,148.32
5.8,42,-15.36,-173.09
5.9,45,-25.55,-176.24
6.4,179,29.4,140.43
5.9,153,-14.53,-70.8
5.9,543,-23.45,-179.87
6,42,-24.39,-176.65
5.8,40,-15.61,168.01
6.1,511,-7.17,125.81
6.1,96,-6.61,101.7
5.9,190,-1.73,-76.73
6.3,14,-10.61,-74.69
5.8,34,-3.72,140
6.1,0,49.89,78.86
5.8,103,-9.87,161.18
5.8,38,-9.28,158.21
5.8,18,14.67,44.23
6.1,35,36.13,68.98
5.9,88,24.56,122.53
5.9,40,-24.15,-175.97
5.8,49,-57.44,-25.77
5.8,20,33.9,139.45
6,13,19.93,121.34
6,55,-15.43,-173.3
5.8,228,-5.45,147.05
6.2,14,38.07,20.25
5.8,55,-57.98,-24.35
6.3,50,16.14,-95.25
6.1,81,12.91,93.59
6,208,-30.44,-179.3
6,40,-29.69,-177.73
5.9,41,10.54,140.96
5.9,46,55.03,-159.19
6,37,54.99,-159.24
5.8,569,8.73,124.03
6,68,5.6,126.3
6,103,-18.65,-69.38
5.9,48,49.23,155.56
5.8,26,44.06,148.09
5.8,29,-3.49,177.64
6.1,21,43.76,147.45
5.9,72,-6.99,147.39
5.8,25,-4.05,127.9
5.9,26,-4.07,127.9
6.5,94,-4.89,153.57
5.8,74,-4.67,153.25
6.2,83,-21.59,-175.32
5.8,36,-6.48,154.64
6.3,44,8.8,-83.11
6.5,82,5.71,94.72
5.9,52,52.92,159.81
6.1,51,49.41,155.58
6,137,-15.04,167.28
5.8,32,11.4,57.52
5.9,38,10.43,-62.71
6.4,102,-4.84,-78.09
5.9,64,-6.52,154.94
5.8,56,53.38,160.3
5.8,11,-10.19,110.84
6.4,45,27.78,62.07
5.8,32,14.92,99.05
5.8,33,-24.01,-175.9
6.4,9,41.5,143.84
6,24,46.41,153.39
6.1,7,36.24,-120.27
5.8,25,-33.89,179.52
6,116,-5.39,150.94
6.1,33,47.41,152.26
5.9,0,-21.85,-138.94
6.6,16,40.48,139.09
5.8,35,40.83,139.33
6.1,135,-16.96,-174.61
5.8,600,-9.52,-71.22
6.3,22,40.25,139.01
6.2,31,40.22,139.04
6.1,46,51.42,-174.11
6.1,0,49.91,78.97
5.8,125,1.55,127.32
6.5,6,41.35,139.1
5.8,43,24.13,122.39
5.8,159,29.74,129.38
6,18,21.77,103.31
6,48,24.17,122.39
5.9,14,60.22,-141.27
6,222,20.19,122.41
6,38,-22.59,171.02
5.8,10,-7.41,27.88
5.8,10,-60.91,-53.1
6.2,37,61.04,-147.37
5.8,46,5.54,126.47
6,9,36.21,-120.36
6.1,190,53.91,158.36
5.8,10,-20.13,-126.94
6,175,20.45,122.14
6,2,40.14,24.75
5.8,43,35.48,139.05
5.8,108,1.8,127.28
5.9,64,-8.69,111.17
6.4,94,55.79,161.33
6.1,26,18.23,120.8
5.9,0,73.38,54.87
5.8,56,3.73,126.64
6.2,128,33.51,131.51
5.9,20,-16.68,-172.05
5.9,73,-17.44,-69.96
6.2,43,60.97,-147.47
5.9,205,36.52,71.1
5.9,167,18.12,145.83
6,515,-23.98,-179.8
6,16,-16.64,-177.38
6,44,24.08,122.16
5.8,35,24.02,122.26
5.8,10,-3.61,151.2
5.8,0,73.35,54.38
5.8,12,33.95,139.51
6.3,5,-26.55,-70.62
6,0,49.91,78.83
5.8,13,-26.16,-70.59
6,7,-8.12,156.35
5.8,8,1.09,121
5.8,55,-23.74,-70.23
