decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
7.00,7.00,30.00,3.20,0.51,0.41,1.00,3.00,0.00,1,3,1
6.00,7.00,43.00,3.50,0.21,0.53,1.00,4.00,1.00,1,5,1
5.00,5.00,34.00,3.10,-0.03,-0.18,1.00,4.00,0.00,1,3,1
5.00,4.00,39.00,3.40,-0.05,-0.35,1.00,4.00,0.00,1,3,0
10.00,10.00,43.00,3.60,1.49,1.44,1.00,4.00,1.00,1,6,1
10.00,8.00,41.00,3.50,1.45,0.66,1.00,4.00,1.00,1,4,1
9.00,9.00,40.00,3.40,0.94,0.94,1.00,4.00,0.00,1,3,1
10.00,10.00,44.00,3.60,1.62,1.66,1.00,3.00,0.00,1,4,1
8.00,8.00,39.00,3.70,0.88,0.86,1.00,3.00,1.00,1,4,1
9.00,10.00,33.00,4.00,1.30,1.47,1.00,4.00,0.00,1,4,1
5.00,3.00,40.00,2.80,-0.15,-0.56,1.00,3.00,1.00,1,3,1
6.00,6.00,34.00,3.30,0.19,0.19,1.00,3.00,1.00,1,3,1
9.00,9.00,38.00,3.00,1.21,1.19,1.00,3.00,1.00,1,4,1
9.00,9.00,37.00,3.60,0.91,1.14,1.00,3.00,1.00,1,4,1
9.00,10.00,44.00,3.40,1.16,1.47,1.00,4.00,1.00,1,4,1
5.00,4.00,27.00,3.50,-0.06,-0.44,1.00,3.00,1.00,1,2,0
4.00,2.00,26.00,3.30,-0.25,-1.03,2.00,3.00,0.00,0,3,0
6.00,8.00,42.00,3.40,0.28,0.65,1.00,4.00,1.00,1,4,1
7.00,10.00,31.00,3.30,0.53,1.76,1.00,4.00,0.00,1,4,1
6.00,6.00,36.00,3.10,0.11,0.08,1.00,4.00,1.00,1,3,0
9.00,8.00,36.00,3.10,1.09,0.83,1.00,4.00,1.00,1,4,1
10.00,10.00,35.50,2.50,2.29,2.24,1.00,4.00,1.00,1,3,1
1.00,1.00,32.00,2.80,-2.10,-1.48,1.00,2.00,0.00,0,5,1
7.00,7.00,35.00,4.00,0.28,0.45,1.00,4.00,0.00,1,5,1
10.00,10.00,32.00,3.50,1.64,1.78,1.00,4.00,0.00,1,4,1
2.00,4.00,32.00,3.20,-0.84,-0.54,1.00,2.00,1.00,1,2,0
6.00,9.00,37.00,3.10,0.26,0.91,1.00,2.00,1.00,1,3,1
7.00,7.00,43.00,3.80,0.44,0.44,1.00,4.00,0.00,1,6,1
1.00,1.00,39.00,3.70,-1.32,-1.62,1.00,3.00,0.00,1,4,1
7.00,6.00,44.00,3.70,0.35,0.10,1.00,4.00,1.00,1,5,1
2.00,2.00,42.00,2.80,-1.10,-1.19,1.00,2.00,1.00,0,4,0
7.00,9.00,28.30,3.10,0.32,1.09,1.00,1.00,1.00,1,2,1
4.00,4.00,37.00,3.20,-0.29,-0.53,1.00,3.00,1.00,1,3,1
6.00,6.00,29.00,2.70,0.12,-0.02,1.00,3.00,0.00,0,3,1
10.00,10.00,38.00,3.60,1.73,1.83,1.00,4.00,0.00,1,4,1
5.00,5.00,28.00,3.40,-0.17,-0.14,1.00,4.00,0.00,1,5,1
6.00,5.00,31.00,3.20,0.14,-0.07,1.00,4.00,1.00,1,3,1
1.00,2.00,28.00,3.00,-1.20,-1.05,1.00,2.00,1.00,0,4,0
2.00,1.00,40.00,3.60,-0.93,-1.35,1.00,3.00,1.00,1,4,1
3.00,4.00,30.00,3.20,-0.46,-0.42,1.00,3.00,0.00,1,3,1
6.00,8.00,41.00,3.20,0.09,0.82,1.00,5.00,1.00,1,4,0
4.00,4.00,37.00,3.00,-0.29,-0.46,1.00,4.00,1.00,1,3,1
4.00,3.00,30.00,3.10,-0.24,-0.79,1.00,3.00,1.00,1,5,1
9.00,9.00,39.00,3.20,1.15,1.24,1.00,4.00,1.00,1,5,1
7.00,7.00,38.50,3.10,0.31,0.34,1.00,4.00,1.00,1,5,1
5.00,7.00,28.00,3.50,0.04,0.24,1.00,4.00,1.00,1,2,1
5.00,6.00,38.00,2.50,-0.14,0.18,1.00,4.00,1.00,1,3,1
9.00,9.00,40.00,3.30,1.05,1.13,1.00,3.00,1.00,1,4,1
3.00,3.00,30.00,3.20,-0.46,-0.79,1.00,4.00,0.00,1,3,0
1.00,1.00,29.00,3.10,-1.29,-1.40,1.00,2.00,0.00,0,3,1
4.00,6.00,34.00,3.40,-0.29,0.10,1.00,2.00,1.00,0,3,1
2.00,4.00,29.30,3.10,-0.95,-0.47,1.00,4.00,0.00,1,2,1
6.00,6.00,34.00,3.40,0.17,0.21,1.00,3.00,1.00,1,5,1
5.00,4.00,34.00,2.80,-0.12,-0.33,1.00,4.00,1.00,1,3,1
7.00,4.00,36.00,3.00,0.40,-0.52,1.00,4.00,1.00,1,3,1
10.00,8.00,46.00,3.30,1.37,0.68,1.00,3.00,1.00,1,4,1
5.00,4.00,36.00,3.60,-0.10,-0.42,1.00,3.00,1.00,1,3,1
9.00,9.00,36.00,3.60,0.94,0.94,1.00,2.00,1.00,1,4,1
6.00,8.00,36.00,3.30,0.10,0.57,1.00,3.00,1.00,1,5,1
9.00,10.00,31.00,3.50,1.26,1.60,1.00,3.00,0.00,1,3,1
6.00,7.00,35.00,3.20,0.29,0.29,1.00,3.00,0.00,1,3,1
7.00,4.00,41.00,3.50,0.34,-0.44,1.00,3.00,1.00,1,5,1
6.00,8.00,46.00,3.70,0.21,0.61,1.00,4.00,1.00,1,5,1
1.00,1.00,39.00,2.80,-1.81,-1.62,1.00,4.00,0.00,1,4,0
3.00,5.00,43.00,3.60,-0.66,-0.20,1.00,4.00,0.00,1,6,1
8.00,7.00,38.00,3.40,0.66,0.50,1.00,3.00,0.00,1,3,1
2.00,2.00,36.00,3.20,-1.05,-1.27,1.00,4.00,0.00,1,4,1
9.00,9.00,35.00,3.10,1.02,0.89,2.00,3.00,1.00,1,3,1
5.00,4.00,31.00,3.40,-0.18,-0.53,1.00,3.00,1.00,1,2,1
5.00,6.00,44.00,3.30,-0.06,0.02,1.00,3.00,1.00,1,4,1
9.00,10.00,35.00,3.80,1.24,1.52,1.00,3.00,1.00,1,4,1
4.00,8.00,31.00,3.50,-0.41,0.69,1.00,4.00,0.00,1,2,1
5.00,2.00,36.00,3.50,-0.10,-0.86,1.00,5.00,1.00,1,5,1
1.00,1.00,26.00,2.60,-1.26,-1.54,1.00,3.00,0.00,0,3,0
7.00,8.00,36.00,3.00,0.36,0.73,1.00,4.00,1.00,1,3,1
2.00,3.00,33.00,3.20,-0.93,-0.81,1.00,4.00,0.00,0,5,1
4.00,3.00,24.00,3.20,-0.41,-0.85,1.00,5.00,0.00,1,3,0
1.00,1.00,33.50,2.90,-1.19,-1.67,1.00,4.00,1.00,1,5,1
2.00,3.00,35.00,3.20,-0.92,-0.72,1.00,4.00,1.00,1,2,0
4.00,3.00,33.00,3.40,-0.31,-0.54,1.00,3.00,1.00,1,4,1
2.00,2.00,37.00,3.10,-0.81,-0.97,1.00,3.00,0.00,1,3,1
2.00,4.00,40.00,4.00,-0.78,-0.29,1.00,3.00,0.00,1,5,1
4.00,3.00,30.00,2.70,-0.23,-0.87,2.00,3.00,0.00,1,2,0
4.00,6.00,47.00,3.90,-0.27,0.19,1.00,4.00,0.00,1,5,1
3.00,3.00,31.00,3.30,-0.56,-0.57,1.00,3.00,1.00,1,3,1
8.00,7.00,36.00,3.00,0.61,0.48,1.00,3.00,0.00,1,3,1
8.00,8.00,34.00,2.40,0.77,0.80,1.00,4.00,1.00,1,3,1
5.00,4.00,37.00,3.50,-0.10,-0.33,1.00,3.00,1.00,1,3,1
6.00,6.00,40.00,4.00,0.30,0.23,1.00,4.00,0.00,1,4,1
2.00,1.00,29.00,2.80,-0.96,-1.44,1.00,2.00,0.00,0,5,1
1.00,1.00,36.00,2.50,-1.65,-2.22,1.00,3.00,1.00,1,3,0
4.00,5.00,36.50,3.60,-0.28,-0.10,1.00,3.00,0.00,1,3,1
3.00,6.00,37.00,3.60,-0.43,0.13,1.00,3.00,0.00,1,3,1
7.00,5.00,40.00,3.30,0.34,-0.10,1.00,4.00,1.00,1,3,1
2.00,2.00,36.00,3.60,-0.85,-0.94,1.00,3.00,0.00,1,3,1
9.00,4.00,28.50,3.30,1.03,-0.49,1.00,1.00,1.00,1,3,1
2.00,3.00,33.00,2.80,-0.91,-0.82,1.00,3.00,1.00,1,2,0
3.00,2.00,41.50,3.00,-0.62,-1.09,1.00,5.00,1.00,1,4,1
4.00,1.00,37.00,3.00,-0.30,-1.69,1.00,3.00,1.00,1,4,0
8.00,9.00,34.00,3.80,0.80,1.17,1.00,4.00,0.00,1,4,1
3.00,5.00,27.00,3.40,-0.66,-0.10,1.00,4.00,0.00,1,2,1
9.00,8.00,45.00,3.90,1.02,0.61,1.00,4.00,0.00,1,5,1
1.00,1.00,36.00,3.70,-1.18,-1.93,1.00,2.00,0.00,1,4,0
7.00,7.00,38.00,3.90,0.43,0.33,1.00,3.00,1.00,1,3,1
2.00,2.00,32.00,2.40,-1.15,-1.06,1.00,4.00,1.00,1,5,1
2.00,2.00,39.00,3.00,-0.73,-0.95,1.00,3.00,0.00,1,3,1
7.00,8.00,34.00,3.50,0.48,0.66,1.00,4.00,0.00,1,5,1
10.00,10.00,48.00,3.80,1.43,2.12,1.00,4.00,0.00,1,5,1
7.00,9.00,40.00,3.30,0.48,1.20,1.00,5.00,1.00,1,3,1
8.00,7.00,36.50,3.90,0.65,0.31,1.00,3.00,0.00,1,5,1
7.00,7.00,43.00,3.40,0.32,0.36,1.00,4.00,1.00,1,3,1
8.00,5.00,47.00,2.70,0.84,0.01,1.00,5.00,1.00,1,6,1
7.00,6.00,40.00,2.80,0.49,0.17,1.00,2.00,1.00,1,4,1
4.00,4.00,40.00,3.00,-0.25,-0.47,1.00,4.00,1.00,1,4,1
4.00,7.00,32.00,3.70,-0.31,0.47,1.00,2.00,1.00,1,4,1
3.00,2.00,40.00,3.00,-0.47,-1.26,1.00,3.00,1.00,1,3,1
4.00,3.00,35.00,3.20,-0.18,-0.69,1.00,4.00,1.00,1,4,1
2.00,1.00,36.00,2.70,-0.98,-2.13,1.00,4.00,1.00,0,4,1
10.00,10.00,37.00,3.30,1.57,1.78,1.00,5.00,1.00,1,4,1
6.00,6.00,47.00,3.40,0.32,0.27,1.00,4.00,1.00,1,4,1
8.00,6.00,39.00,2.90,0.66,0.11,2.00,4.00,0.00,1,3,1
6.00,8.00,35.00,3.50,0.15,0.76,1.00,4.00,0.00,1,5,1
2.00,3.00,35.50,3.10,-1.10,-0.82,1.00,4.00,0.00,1,4,1
5.00,4.00,36.00,2.80,-0.17,-0.49,1.00,4.00,0.00,1,3,1
6.00,8.00,42.00,3.20,0.11,0.73,1.00,4.00,1.00,1,5,1
8.00,4.00,39.00,2.40,0.82,-0.25,2.00,3.00,1.00,1,5,0
7.00,7.00,39.00,3.10,0.48,0.53,1.00,2.00,1.00,1,4,1
5.00,6.00,44.00,3.30,-0.08,0.16,1.00,4.00,0.00,1,4,1
3.00,3.00,38.00,3.00,-0.45,-0.76,2.00,3.00,0.00,1,3,1
5.00,4.00,39.00,3.80,-0.14,-0.29,1.00,3.00,0.00,1,5,1
7.00,4.00,38.00,3.30,0.36,-0.41,1.00,4.00,1.00,1,3,1
1.00,2.00,33.00,3.30,-1.39,-1.12,1.00,4.00,1.00,1,3,1
8.00,8.00,39.00,2.50,0.85,0.67,1.00,3.00,1.00,1,4,1
6.00,5.00,40.00,3.30,0.15,-0.04,1.00,4.00,1.00,1,3,1
7.00,8.00,41.00,3.30,0.32,0.64,1.00,4.00,1.00,1,3,1
4.00,3.00,30.00,3.30,-0.31,-0.81,1.00,4.00,1.00,1,4,1
7.00,7.00,41.00,3.70,0.47,0.53,1.00,4.00,1.00,1,5,1
7.00,9.00,31.50,3.40,0.34,0.89,1.00,4.00,0.00,1,3,1
4.00,3.00,29.00,2.50,-0.25,-0.72,1.00,3.00,0.00,0,1,0
10.00,5.00,37.00,2.50,1.52,-0.11,1.00,3.00,1.00,1,5,1
5.00,5.00,38.00,3.40,0.05,-0.03,1.00,4.00,0.00,1,4,1
3.00,3.00,38.00,3.40,-0.56,-0.58,1.00,2.00,1.00,1,5,1
10.00,10.00,44.00,2.90,1.86,2.58,1.00,3.00,1.00,1,5,1
7.00,5.00,39.00,2.60,0.37,-0.16,1.00,4.00,0.00,1,5,1
4.00,2.00,46.00,3.80,-0.25,-1.04,1.00,3.00,0.00,1,5,1
6.00,7.00,33.00,3.80,0.27,0.35,1.00,4.00,0.00,1,4,1
3.00,5.00,34.00,3.10,-0.60,-0.21,1.00,4.00,1.00,1,3,1
2.00,3.00,36.00,3.60,-0.81,-0.76,1.00,2.00,0.00,1,3,1
1.00,1.00,40.00,2.60,-1.68,-1.69,1.00,2.00,1.00,1,5,1
2.00,1.00,26.00,2.80,-1.07,-1.82,1.00,3.00,0.00,0,5,0
8.00,8.00,41.00,2.60,0.66,0.56,1.00,3.00,1.00,1,4,1
9.00,7.00,48.00,3.60,0.93,0.43,1.00,4.00,0.00,1,5,1
9.00,9.00,48.00,3.50,1.29,0.85,1.00,5.00,1.00,1,6,1
5.00,9.00,38.00,3.30,-0.02,0.95,1.00,4.00,0.00,1,3,1
4.00,6.00,40.00,2.70,-0.38,0.13,1.00,4.00,1.00,1,3,1
6.00,5.00,41.00,3.00,0.29,-0.05,1.00,3.00,1.00,1,4,1
10.00,10.00,44.00,3.50,1.45,1.33,1.00,3.00,0.00,1,5,1
5.00,7.00,42.00,3.70,0.06,0.51,1.00,5.00,1.00,1,6,1
5.00,7.00,40.00,4.00,0.07,0.27,1.00,2.00,0.00,1,6,1
2.00,2.00,37.50,2.60,-0.98,-0.87,1.00,3.00,0.00,1,6,1
1.00,2.00,40.00,3.60,-1.22,-0.89,1.00,3.00,1.00,1,4,1
7.00,7.00,28.00,2.30,0.46,0.44,1.00,4.00,1.00,1,3,1
2.00,6.00,33.00,3.00,-0.79,0.13,1.00,3.00,0.00,1,3,1
2.00,3.00,42.00,3.50,-0.81,-0.60,1.00,4.00,0.00,1,4,1
8.00,8.00,35.00,3.70,0.75,0.63,1.00,3.00,1.00,1,4,1
10.00,9.00,43.00,3.60,1.92,0.99,1.00,4.00,1.00,1,5,1
9.00,8.00,35.00,2.70,1.08,0.61,1.00,3.00,1.00,1,3,1
4.00,3.00,34.00,2.60,-0.40,-0.71,2.00,4.00,1.00,1,3,1
3.00,5.00,38.00,3.30,-0.48,-0.08,1.00,3.00,1.00,1,3,1
2.00,4.00,37.00,3.00,-0.99,-0.33,1.00,3.00,1.00,1,4,1
2.00,2.00,36.00,3.50,-0.91,-1.01,1.00,3.00,0.00,0,5,1
8.00,7.00,45.00,3.60,0.77,0.43,1.00,4.00,1.00,1,6,1
1.00,1.00,42.00,3.50,-1.41,-1.64,1.00,3.00,0.00,1,4,1
4.00,4.00,34.00,3.60,-0.25,-0.45,1.00,4.00,1.00,1,3,1
8.00,8.00,38.00,3.60,0.88,0.65,1.00,4.00,1.00,1,4,1
9.00,9.00,38.00,3.00,1.19,1.26,1.00,4.00,1.00,1,4,1
1.00,1.00,22.50,2.90,-1.28,-1.44,1.00,3.00,1.00,0,1,1
7.00,8.00,43.00,3.70,0.61,0.82,1.00,3.00,1.00,1,4,1
6.00,1.00,28.00,3.00,0.13,-1.43,1.00,4.00,1.00,1,2,0
6.00,4.00,34.00,3.10,0.27,-0.29,1.00,2.00,1.00,1,3,1
1.00,1.00,34.00,3.20,-1.48,-1.91,1.00,4.00,1.00,0,5,0
6.00,7.00,37.00,3.30,0.32,0.53,1.00,3.00,0.00,1,4,1
3.00,5.00,39.00,3.60,-0.46,-0.04,1.00,3.00,0.00,1,4,1
1.00,1.00,36.00,3.70,-1.78,-1.53,1.00,4.00,1.00,1,4,0
5.00,7.00,33.00,2.50,0.08,0.38,1.00,4.00,1.00,1,1,0
5.00,3.00,30.00,3.30,-0.06,-0.64,1.00,4.00,1.00,1,3,1
1.00,3.00,46.00,3.50,-1.33,-0.67,1.00,5.00,1.00,1,6,1
7.00,8.00,37.00,3.30,0.50,0.58,1.00,4.00,0.00,1,4,1
7.00,7.00,38.00,3.30,0.47,0.28,1.00,4.00,1.00,1,3,1
1.00,1.00,34.50,3.10,-1.18,-1.50,1.00,3.00,1.00,1,4,1
10.00,9.00,35.00,2.60,1.31,1.21,1.00,4.00,1.00,1,3,1
4.00,4.00,42.00,2.90,-0.24,-0.49,1.00,4.00,1.00,1,3,1
8.00,8.00,38.00,3.50,0.81,0.61,1.00,3.00,0.00,1,4,1
7.00,8.00,33.50,3.50,0.55,0.63,1.00,4.00,1.00,1,5,1
7.00,5.00,36.00,3.50,0.48,-0.07,1.00,3.00,1.00,1,5,1
5.00,7.00,40.00,3.70,-0.05,0.40,1.00,4.00,0.00,1,4,0
9.00,9.00,39.00,3.30,1.20,0.96,1.00,2.00,1.00,1,4,1
9.00,7.00,35.00,3.20,0.92,0.49,1.00,2.00,1.00,1,3,1
10.00,9.00,45.00,3.70,1.80,1.19,1.00,3.00,1.00,1,4,1
8.00,8.00,34.00,2.70,0.78,0.67,1.00,4.00,1.00,1,3,1
4.00,6.00,39.00,2.70,-0.43,0.06,2.00,2.00,1.00,1,5,1
8.00,9.00,37.00,3.50,0.82,0.92,1.00,4.00,0.00,1,4,1
3.00,4.00,30.50,3.30,-0.52,-0.55,1.00,3.00,0.00,1,3,1
7.00,5.00,32.00,2.30,0.48,-0.10,2.00,5.00,1.00,1,3,1
2.00,2.00,41.00,3.50,-0.80,-0.96,1.00,3.00,0.00,1,4,1
7.00,6.00,44.00,3.60,0.54,0.05,1.00,2.00,1.00,1,5,1
3.00,2.00,20.00,2.70,-0.54,-1.09,1.00,3.00,0.00,0,3,1
10.00,10.00,38.00,3.70,1.93,1.51,1.00,5.00,0.00,1,5,1
2.00,4.00,34.00,3.40,-0.89,-0.33,1.00,2.00,1.00,1,4,1
5.00,7.00,41.00,3.70,0.06,0.39,1.00,4.00,1.00,1,6,1
8.00,7.00,40.00,3.40,0.87,0.46,1.00,4.00,1.00,1,4,1
8.00,7.00,36.00,3.60,0.85,0.39,1.00,4.00,0.00,1,3,1
6.00,5.00,39.00,3.40,0.29,-0.10,1.00,4.00,1.00,1,4,1
10.00,10.00,43.00,3.90,1.64,1.49,1.00,3.00,1.00,1,4,1
6.00,6.00,36.00,3.40,0.11,0.06,1.00,5.00,0.00,1,5,1
9.00,6.00,30.00,3.40,0.87,0.23,1.00,3.00,1.00,1,3,1
3.00,3.00,37.00,3.10,-0.59,-0.83,1.00,4.00,0.00,1,3,1
6.00,6.00,34.50,2.60,0.14,0.03,1.00,3.00,0.00,0,4,1
8.00,8.00,40.00,2.80,0.59,0.72,1.00,4.00,1.00,1,3,1
9.00,8.00,43.00,3.10,1.21,0.80,2.00,4.00,0.00,1,3,1
10.00,10.00,41.00,4.00,1.64,1.64,1.00,3.00,1.00,1,4,1
7.00,3.00,34.00,2.90,0.33,-0.73,1.00,2.00,0.00,1,3,1
7.00,7.00,38.00,3.00,0.55,0.47,1.00,4.00,0.00,1,3,1
6.00,5.00,41.00,3.20,0.21,-0.05,1.00,4.00,1.00,1,4,1
6.00,7.00,33.00,3.10,0.22,0.38,1.00,4.00,0.00,1,2,1
8.00,8.00,35.50,2.90,0.65,0.91,1.00,4.00,0.00,1,1,1
4.00,5.00,33.00,2.20,-0.33,-0.12,1.00,3.00,0.00,1,3,1
8.00,2.00,37.00,2.00,0.70,-0.97,1.00,4.00,0.00,1,3,1
8.00,9.00,41.00,2.70,0.60,1.31,2.00,3.00,0.00,1,3,1
5.00,4.00,36.00,3.50,-0.16,-0.46,1.00,3.00,1.00,1,3,0
8.00,7.00,33.00,3.20,0.70,0.44,1.00,3.00,0.00,1,4,1
3.00,7.00,45.00,3.50,-0.53,0.37,1.00,3.00,1.00,1,5,1
1.00,1.00,27.00,3.50,-2.04,-1.96,1.00,2.00,0.00,0,5,0
9.00,8.00,39.00,3.30,1.27,0.84,1.00,3.00,1.00,1,3,1
10.00,10.00,42.00,3.40,1.39,1.47,1.00,3.00,0.00,1,4,1
7.00,8.00,43.00,3.60,0.32,0.84,1.00,4.00,0.00,1,5,1
4.00,7.00,41.00,3.40,-0.24,0.46,1.00,5.00,1.00,1,4,1
7.00,7.00,38.00,3.60,0.36,0.41,1.00,4.00,0.00,1,3,1
8.00,7.00,23.00,2.90,0.72,0.32,1.00,1.00,1.00,0,1,1
5.00,6.00,38.00,3.10,-0.03,0.03,1.00,2.00,1.00,1,3,1
9.00,9.00,47.00,3.40,1.31,1.03,1.00,4.00,1.00,1,6,1
9.00,8.00,41.00,4.00,1.29,0.74,1.00,4.00,0.00,1,4,1
4.00,1.00,42.00,3.10,-0.29,-1.56,1.00,4.00,1.00,1,4,1
3.00,3.00,35.00,3.90,-0.59,-0.60,1.00,4.00,0.00,1,4,1
5.00,3.00,30.00,2.80,-0.07,-0.62,1.00,4.00,0.00,0,5,0
4.00,6.00,33.00,3.70,-0.38,0.03,1.00,4.00,0.00,1,3,1
7.00,9.00,35.50,3.20,0.32,0.94,1.00,4.00,0.00,1,3,1
3.00,5.00,44.00,3.60,-0.67,-0.13,1.00,5.00,1.00,1,6,1
6.00,6.00,39.00,3.80,0.15,0.21,1.00,4.00,1.00,1,4,1
1.00,2.00,30.00,3.50,-1.65,-1.26,1.00,3.00,1.00,1,3,1
1.00,1.00,35.00,3.20,-1.15,-1.58,1.00,3.00,0.00,1,3,1
1.00,3.00,41.00,3.30,-1.15,-0.59,1.00,4.00,1.00,1,4,1
10.00,9.00,42.00,3.70,1.53,1.08,1.00,4.00,1.00,1,4,1
5.00,5.00,36.00,3.30,0.04,-0.10,1.00,1.00,0.00,0,4,1
6.00,6.00,35.00,3.60,0.16,0.17,1.00,4.00,1.00,1,4,1
1.00,1.00,40.00,2.80,-1.94,-1.71,1.00,4.00,0.00,1,3,1
2.00,2.00,27.00,3.10,-0.82,-1.16,1.00,1.00,1.00,1,3,1
2.00,3.00,35.00,3.20,-1.08,-0.70,2.00,3.00,1.00,1,5,1
9.00,10.00,33.00,3.20,1.20,1.54,1.00,3.00,1.00,1,4,1
6.00,6.00,35.00,3.40,0.20,0.16,1.00,4.00,1.00,1,3,1
3.00,6.00,37.00,3.20,-0.35,0.03,1.00,2.00,0.00,1,1,1
6.00,8.00,38.00,3.40,0.09,0.55,1.00,3.00,0.00,1,3,1
9.00,1.00,41.00,3.20,1.11,-2.63,1.00,4.00,0.00,1,5,1
4.00,3.00,36.00,3.20,-0.36,-0.62,1.00,5.00,1.00,1,5,1
3.00,5.00,34.50,3.40,-0.69,-0.23,1.00,5.00,1.00,1,5,1
2.00,2.00,40.50,2.60,-0.74,-1.22,1.00,4.00,0.00,1,4,1
6.00,7.00,35.00,3.30,0.27,0.52,1.00,4.00,1.00,1,3,1
5.00,4.00,36.00,3.20,-0.13,-0.47,1.00,3.00,1.00,1,3,1
3.00,3.00,40.00,3.70,-0.49,-0.55,1.00,1.00,0.00,1,5,1
3.00,6.00,31.00,2.80,-0.63,0.04,1.00,3.00,0.00,1,2,1
4.00,4.00,34.00,3.20,-0.21,-0.36,1.00,3.00,1.00,1,3,1
2.00,2.00,35.00,3.10,-0.98,-1.02,1.00,4.00,1.00,1,2,1
2.00,5.00,39.00,2.90,-0.91,-0.21,1.00,3.00,1.00,1,3,1
6.00,2.00,35.00,2.90,0.23,-1.08,1.00,3.00,0.00,1,4,1
1.00,1.00,27.00,3.30,-1.76,-1.84,1.00,3.00,0.00,0,4,0
10.00,9.00,41.00,3.40,1.57,1.01,1.00,3.00,0.00,1,4,1
8.00,9.00,45.00,3.30,0.74,1.01,1.00,4.00,1.00,1,3,1
3.00,3.00,34.00,3.50,-0.69,-0.71,2.00,3.00,1.00,1,4,1
7.00,6.00,40.00,3.20,0.41,0.28,1.00,5.00,0.00,1,4,1
4.00,6.00,42.00,3.50,-0.43,0.11,1.00,4.00,0.00,1,5,1
4.00,4.00,40.00,3.00,-0.42,-0.44,1.00,4.00,1.00,1,3,1
7.00,8.00,35.00,3.20,0.38,0.59,1.00,3.00,1.00,1,5,1
3.00,1.00,39.00,2.80,-0.73,-1.65,1.00,4.00,1.00,1,4,1
9.00,4.00,43.00,3.40,1.20,-0.23,1.00,3.00,1.00,1,6,1
3.00,4.00,24.00,3.20,-0.56,-0.50,1.00,3.00,1.00,1,3,0
5.00,4.00,39.00,3.70,-0.08,-0.24,1.00,4.00,1.00,1,5,1
1.00,2.00,27.00,3.40,-1.23,-1.06,1.00,4.00,1.00,1,2,1
9.00,9.00,32.00,3.50,1.04,1.05,1.00,3.00,1.00,1,5,1
3.00,1.00,36.00,3.30,-0.83,-1.82,1.00,3.00,0.00,1,6,0
10.00,10.00,36.50,2.50,2.13,2.21,1.00,4.00,1.00,1,5,1
4.00,5.00,39.00,3.50,-0.18,-0.25,1.00,4.00,1.00,1,4,1
3.00,5.00,36.00,2.80,-0.44,-0.22,1.00,3.00,1.00,1,3,1
5.00,3.00,39.00,2.70,0.01,-0.84,1.00,4.00,1.00,1,3,0
1.00,2.00,31.00,3.60,-1.32,-1.22,1.00,3.00,0.00,1,2,0
7.00,8.00,38.00,2.80,0.49,0.59,1.00,1.00,0.00,1,5,1
3.00,3.00,29.50,3.50,-0.50,-0.65,2.00,3.00,1.00,1,3,1
5.00,2.00,38.00,3.10,0.07,-1.21,1.00,3.00,1.00,1,4,1
10.00,9.00,42.00,3.10,1.45,1.30,1.00,5.00,1.00,1,3,1
1.00,1.00,21.00,2.90,-3.35,-2.45,1.00,4.00,0.00,0,4,0
10.00,8.00,40.00,3.10,1.44,0.81,1.00,3.00,0.00,1,3,1
10.00,10.00,48.00,2.90,2.22,2.27,1.00,3.00,1.00,1,3,1
5.00,5.00,31.50,2.80,-0.15,-0.17,1.00,4.00,1.00,1,3,1
9.00,6.00,37.00,3.40,1.05,0.10,2.00,4.00,0.00,1,3,1
10.00,10.00,43.00,3.60,2.05,1.95,1.00,4.00,0.00,1,3,1
9.00,7.00,41.00,3.10,1.08,0.42,1.00,5.00,1.00,1,3,1
8.00,9.00,45.00,2.80,0.76,1.07,1.00,3.00,1.00,1,3,1
6.00,7.00,41.00,3.30,0.07,0.36,1.00,4.00,0.00,1,5,1
9.00,8.00,41.00,3.20,1.04,0.87,1.00,4.00,1.00,1,3,1
3.00,5.00,39.00,2.90,-0.54,-0.07,1.00,2.00,0.00,1,3,1
8.00,7.00,43.00,2.90,0.62,0.42,1.00,4.00,1.00,1,4,1
7.00,6.00,33.00,3.10,0.41,0.07,1.00,3.00,1.00,1,3,1
1.00,1.00,19.50,2.60,-1.96,-2.36,1.00,2.00,1.00,0,3,0
3.00,4.00,32.50,3.60,-0.51,-0.34,1.00,3.00,0.00,1,4,1
5.00,4.00,31.00,3.10,-0.13,-0.49,1.00,2.00,1.00,1,2,1
5.00,5.00,33.00,3.80,-0.14,-0.09,2.00,3.00,1.00,1,5,0
7.00,6.00,36.00,3.40,0.36,0.23,1.00,4.00,1.00,1,4,1
8.00,9.00,39.00,3.20,0.58,0.91,1.00,3.00,0.00,1,3,1
3.00,7.00,28.70,3.50,-0.56,0.37,1.00,1.00,1.00,1,3,1
6.00,9.00,33.00,3.50,0.17,1.07,1.00,3.00,0.00,1,3,1
1.00,1.00,42.00,3.70,-2.56,-2.11,1.00,5.00,1.00,1,5,1
7.00,5.00,34.00,2.90,0.39,-0.17,1.00,4.00,1.00,1,2,1
4.00,8.00,36.00,3.80,-0.19,0.72,1.00,3.00,0.00,1,4,1
2.00,1.00,29.00,3.60,-0.77,-1.34,1.00,3.00,1.00,0,2,0
4.00,5.00,34.00,3.10,-0.33,-0.14,1.00,4.00,0.00,1,5,1
