REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6
-0.0001,0.0061,0.0015,0.008,-0.005,8.0E-05
-0.0001,0.005,0.0017,0.012,0.012,-7.0E-05
0.0001,0.0016,-0.0036,0.041,-0.006,5.0E-05
-0.0004,0.0002,0.0025,0.022,0.01,-7.0E-05
0.0005,-0.0057,-0.0016,0.027,0,-0.00013
0.0001,-0.0053,-0.002,0.022,-0.011,8.0E-05
-0.0003,0.0058,0.0021,0.027,-0.006,7.0E-05
-0.0003,0.0029,0.001,0.03,0.011,-0.00012
0.0001,-0.0038,0.0008,0.031,0.01,-0.00024
0.0001,-0.0032,-0.0009,0.023,-0.012,9.0E-05
-0.0002,0.0036,0.0006,0.019,-0.008,4.0E-05
-0.0001,0.0027,-0.0011,0.007,-0.006,2.0E-05
-0.0001,0.0018,-0.0002,0.016,0.01,-2.0E-05
0.0001,-0.0036,-0.0014,0.007,0.006,-8.0E-05
0.0001,0.0048,0,0.008,-0.005,0.00015
-0.0001,0.0073,0.0009,0.01,0.004,0.00014
-0.0001,0.0058,0.0018,0.015,0.028,-9.0E-05
0.0002,-0.005,-0.0015,0.013,0.024,-4.0E-05
-0.0001,0.0051,0.0011,0.005,0.014,8.0E-05
-0.0001,0.0009,-0.0005,0.012,0.01,-1.0E-05
-0.0002,0.0061,-0.0019,0.01,-0.017,0.00011
0.0001,-0.0019,-0.0019,0.005,-0.012,3.0E-05
-0.0002,0.0036,0.0012,0.005,-0.006,8.0E-05
-0.0001,0.0027,0.0008,0.006,-0.007,5.0E-05
0.0001,-0.0031,0.0013,0.015,-0.011,-4.0E-05
-0.0001,0.0053,0.0012,0.005,-0.005,9.0E-05
-0.0001,0.0039,0.0024,0.013,0.013,-7.0E-05
0.0002,-0.0063,-0.0001,0.012,0.007,-0.00016
-0.0001,0.0062,0.0005,0.008,-0.004,5.0E-05
0.0001,-0.0063,-0.0005,0.012,0.003,-0.0001
-0.0002,0.0046,-0.0006,0.012,-0.025,0.0001
0.0002,-0.0041,-0.0023,0.015,0.007,-8.0E-05
-0.0001,0.0046,0.0009,0.001,-0.002,0.00011
0.0001,-0.004,-0.0007,0.015,0.003,-3.0E-05
-0.0001,0.0043,-0.0001,0.006,0.012,1.0E-05
0.0001,-0.0035,0.0021,0.015,0.023,-8.0E-05
-0.0001,0.0026,0.0029,0.005,0.01,1.0E-05
0.0003,-0.0054,-0.0005,0.012,0.002,-0.0001
-0.0002,0.0042,-0.0011,0.007,-0.005,0.00018
0.0002,-0.0053,-0.0006,0.01,0.006,-0.00012
-0.0001,-0.003,-0.0009,0.005,-0.012,9.0E-05
-0.0001,0.0037,-0.0005,0.011,0,-1.0E-05
0.0001,-0.0034,-0.0005,0.005,0,-6.0E-05
0.0001,-0.0039,0.0013,0.008,-0.011,1.0E-05
-0.0001,0.0058,0.0012,0.01,-0.003,7.0E-05
-0.0001,0.0047,-0.0006,0.013,0.017,-7.0E-05
0.0002,-0.0061,-0.0006,0.008,0.007,-7.0E-05
0.0001,-0.003,0.0001,0.007,-0.012,0.00012
-0.0002,0.006,0.0019,0.007,-0.003,0.00013
-0.0002,0.0052,0.0022,0.015,0.02,-7.0E-05
0.0002,-0.0067,-0.0012,0.01,0.015,-0.00018
0.0001,-0.0035,-0.0008,0.004,-0.014,0.0001
-0.0001,0.0052,0.0009,0.007,-0.01,0.00016
-0.0004,0.0019,0.0005,0.01,0.029,2.0E-05
0.0005,-0.0064,0.001,0.012,0.024,-0.00034
-0.0001,0.0045,0.0022,0.013,0.027,-5.0E-05
-0.0002,0.0036,-0.0014,0.013,0.032,-8.0E-05
0.0001,-0.0073,0.0029,0.004,0.016,-0.0001
-0.0001,0.0035,0,0.012,-0.017,0.00017
0.0001,-0.0038,0.0005,0.008,0.006,-4.0E-05
-0.0001,0.0004,0.0003,0.017,0.011,-4.0E-05
-0.0001,0.0031,0.0001,0.005,0.01,2.0E-05
0.0002,-0.0048,-0.0021,0.001,0.008,-0.00011
-0.0001,0.003,-0.0007,0.006,0.01,-1.0E-05
0.0001,-0.0036,0.0003,0.014,0.007,-5.0E-05
0.0003,-0.003,0.0008,0.011,-0.013,-8.0E-05
-0.0002,0.0038,-0.001,0.007,-0.014,0.00021
-0.0001,0.0055,0.0005,0.007,-0.001,1.0E-05
-0.0002,0.0021,-0.0013,0.011,0.011,-0.00017
-0.0001,-0.0041,0.0012,0.012,0.009,-0.0003
0.0001,-0.0088,-0.0001,0.011,0,-0.00034
-0.0001,0.0063,0.0013,0.013,0.008,0
0.0001,0.0056,0,0.015,0.019,-6.0E-05
-0.0001,0.0041,-0.0008,0.013,0.03,-8.0E-05
0.0002,-0.001,-0.001,0.011,0.035,-0.00018
0.0002,-0.007,-0.0004,0.009,0.008,-7.0E-05
-0.0001,0.0046,-0.0009,0.001,-0.01,0.0002
-0.0001,0.0074,0.0013,0.006,0.023,-6.0E-05
0.0001,-0.0051,0.0026,0.007,-0.012,9.0E-05
-0.0001,0.0067,0.0015,0.009,-0.002,0.0001
-0.0001,0.0047,0.0015,0.017,0.02,-0.00014
0.0002,-0.0081,-0.0028,0.013,-0.001,-6.0E-05
-0.0002,0.0034,0.0017,0.011,-0.006,-1.0E-05
0.0001,-0.0028,0.0019,0.012,-0.013,1.0E-05
-0.0001,0.0059,-0.0014,0.008,0.01,1.0E-05
-0.0001,0.0025,-0.0003,0.005,0.029,-0.0001
0.0001,-0.0068,0.0001,0.004,0.018,-0.00015
0.0001,-0.0062,0.0009,0.007,-0.014,7.0E-05
0.0002,-0.0073,0.0004,0.012,-0.016,-0.00013
0.0001,-0.0045,-0.002,0.006,-0.035,0.00015
-0.0001,0.0036,0.002,0.016,0.012,-0.00011
-0.0001,0.0006,0.0009,0.016,0.011,-8.0E-05
-0.0001,0.0025,0.0018,-0.003,0.011,2.0E-05
-0.0001,0.0036,-0.0013,0.007,0.012,2.0E-05
0.0001,-0.0015,0,0.006,-0.01,4.0E-05
-0.0002,0.0033,0.0005,0.005,-0.007,0.00011
0.0002,-0.0036,-0.0007,0.009,-0.012,-2.0E-05
-0.0001,0.0042,0.0007,0.009,-0.013,0.00012
-0.0001,0.0012,-0.0001,0.012,0.01,-4.0E-05
0.0002,-0.0043,-0.0005,0.011,0.005,-0.00016
-0.0001,0.0047,0.0008,0.003,-0.003,9.0E-05
0.0001,-0.0008,0.002,0.011,-0.01,3.0E-05
-0.0003,0.0028,0.0006,0.012,-0.007,0.00014
-0.0001,0.0036,-0.0012,0.002,-0.007,0.00017
-0.0001,0.0055,0.0026,0.004,0.012,0
0.0002,-0.0035,-0.0007,0.016,0.028,-0.00015
0.0001,-0.0018,-0.0007,-0.001,-0.009,5.0E-05
-0.0001,0.0036,0.0059,0.003,-0.005,5.0E-05
0.0001,-0.0023,-0.0007,0.008,-0.011,2.0E-05
0.0002,-0.0061,-0.0015,0.014,0.004,-0.0001
0.0001,-0.004,-0.0009,0.011,-0.012,0.0001
-0.0001,0.0038,-0.001,0.004,-0.01,6.0E-05
-0.0001,0.0027,0.0012,0.005,0.011,-5.0E-05
0.0001,-0.0038,-0.0002,0.012,-0.005,-4.0E-05
0.0001,-0.0033,0.0005,0.004,-0.014,-2.0E-05
-0.0001,0.0059,-0.0009,0.008,0,5.0E-05
-0.0001,0.0043,0.0002,0.008,0.017,-8.0E-05
0.0001,-0.006,0.0005,0.011,0.008,-7.0E-05
-0.0001,0.004,0.0002,0.01,-0.006,4.0E-05
-0.0002,0.0038,-0.0009,0.005,0.012,2.0E-05
0.0002,-0.0066,0.0006,0.008,0.001,-0.0001
-0.0001,0.0041,0.0002,0.007,-0.005,4.0E-05
-0.0001,0.0003,-0.002,0.013,0.01,-6.0E-05
-0.0002,0.0021,-0.0006,0.011,0.009,0
0.0001,-0.002,0.0026,0.011,-0.01,-1.0E-05
-0.0001,0.0037,0,0.012,-0.007,0.00014
0.0001,0.0046,0.0014,0.014,0.003,0
-0.0002,0.0045,-0.002,0.012,0.01,0
0.0001,-0.0035,-0.0011,0.006,0.014,-0.00019
0.0001,-0.0039,0.0013,0.004,-0.014,2.0E-05
-0.0001,0.0039,-0.0008,0.005,0.01,3.0E-05
0.0001,-0.0027,-0.0015,0.01,-0.011,0.00013
-0.0001,0.0037,-0.0011,0.006,-0.01,0.0002
-0.0001,0.0064,0.0012,0.009,0.009,0
-0.0001,0.0041,-0.0004,0.01,0.028,-0.00011
0.0002,-0.0045,-0.0022,0.006,0.028,-0.00017
-0.0001,0.0028,0.0024,0.013,0.01,2.0E-05
0.0001,-0.004,0.0006,0.004,0.006,-4.0E-05
-0.0001,0.0025,0.0004,0.013,0.01,-1.0E-05
0.0001,-0.0004,-0.0004,0.008,-0.009,4.0E-05
0.0003,-0.004,-0.0014,0.01,-0.011,-0.00015
-0.0001,0.0035,0.0005,0.005,-0.011,6.0E-05
-0.0001,0.003,-0.0013,0.001,0.011,0
0.0001,0.0037,0.0004,0.015,-0.009,0.00015
-0.0002,0.006,-0.0013,0.013,0,0.00011
-0.0001,0.0044,-0.0022,0.005,0.021,-7.0E-05
0.0001,-0.0039,0,0.002,0.024,-0.00023
0.0001,-0.0063,0.0018,0.006,0.006,-3.0E-05
-0.0001,0.0046,0.0001,0.01,-0.005,0.00023
0.0004,-0.0102,0.001,0.02,-0.01,1.0E-05
-0.0003,0.0057,-0.0016,0.027,-0.033,0.00019
0.0004,-0.0053,0.0007,0.02,-0.011,-0.00015
-0.0005,0.0066,0.0032,0.019,-0.02,0.00017
0.0005,-0.0051,0.0006,0.022,-0.008,-0.00021
-0.0007,0.007,-0.0003,0.018,-0.021,0.00029
-0.0002,0.0032,0.0008,0.01,0.01,0
0.0004,-0.0053,0.0019,0.014,0.004,-0.00011
0.0001,0.0005,0.0017,0.016,-0.01,0.0002
-0.0004,0.0051,0.0008,0.016,-0.004,0.00024
-0.0001,0.0005,0.0019,0.018,0.011,-0.00024
0.0006,-0.0076,0.0013,0.019,-0.001,-0.00021
-0.0004,0.0047,-0.0006,0.011,-0.017,0.00035
-0.0003,0.0049,0.0015,0.013,0.013,-7.0E-05
0.0002,-0.0037,0.0011,0.014,0.016,-0.00026
0.0005,-0.006,-0.0003,0.011,0.007,-8.0E-05
-0.0001,0.005,0.0007,0.009,0,0.00024
-0.0002,0.007,0.0021,0.011,0.013,0
0.0005,-0.0072,0.0003,0.014,0.022,-0.00034
-0.0001,0.0068,0.0008,0.002,-0.004,0.00023
0.0005,-0.0083,0.0026,0.011,0.005,-0.00032
-0.0004,0.0082,0.0019,0.018,-0.006,0.00025
0.0004,-0.008,-0.0009,0.013,0.003,-0.00011
-0.0003,0.0067,0.0015,0.006,-0.007,0.00026
-0.0002,0.0058,0.0022,0.011,0.016,-0.0001
0.0005,-0.0054,0.0001,0.012,0.027,-0.00036
-0.0005,0.007,0.0001,0.007,0.011,0.00023
0.0001,-0.0061,0.0013,0.011,0.024,-0.00024
-0.0003,0.0045,0.0006,0.009,0.005,0.00027
-0.0005,0.0016,-0.0013,0.011,0.009,7.0E-05
0.0007,-0.0107,0.0007,0.009,-0.009,-0.00024
-0.0003,0.0082,0.0015,0.007,-0.025,0.00033
0.0001,-0.0047,0.0008,0.015,0.007,-0.00028
-0.0002,0.004,-0.0001,0.009,-0.006,0.00022
-0.0002,0.0028,0.0015,0.011,0.01,-9.0E-05
0.0003,-0.0073,0.0004,0.012,0.003,-0.00025
-0.0004,0.0061,0.0003,0.007,-0.024,0.00027
0.0006,-0.005,0.0007,0.01,-0.011,-0.0003
-0.0002,0.0073,0.0012,0.01,-0.016,0.00034
-0.0001,0.0094,0.0002,0.008,0,2.0E-05
-0.0002,0.0084,0.001,0.009,0.012,-0.00014
0.0004,-0.0036,0.0015,0.012,0.023,-0.0003
0.0004,-0.0077,0,0.008,0.003,-0.00026
-0.0001,0.0047,0.0029,0.011,-0.021,0.00028
0.0003,-0.0034,-0.0003,0.009,-0.013,2.0E-05
-0.0005,0.0092,-0.0002,0.004,-0.003,0.00028
-0.0001,0.0052,0.0023,0.006,0.019,-0.00034
0.0001,-0.008,0.0008,0.009,0.013,-0.0003
0.0001,-0.0077,-0.0007,0.006,-0.01,0.00029
-0.0002,0.0064,0.0011,0.006,-0.013,0.00029
-0.0003,0.0088,0.0021,0.008,0.003,3.0E-05
0.0001,-0.01,0.0008,0.017,0.005,-0.00026
0.0001,-0.0121,-0.0015,0.014,-0.011,-9.0E-05
0.0001,-0.0052,-0.0007,0.01,-0.029,0.00038
-0.0001,0.0064,-0.001,0.005,-0.027,0.00042
-0.0001,0.0106,0.0008,0.005,-0.015,0.00022
-0.0001,0.0112,0.0007,0.009,0.024,-5.0E-05
-0.0004,0.008,0.0007,0.009,0.038,-0.0004
-0.0004,-0.0034,0.0016,0.012,0.038,-6.0E-05
0.0002,-0.0112,0.0022,0.016,0.02,-0.00032
0.0001,0.0054,-0.0003,0.005,-0.015,9.0E-05
-0.0004,0.0086,-0.0006,0.002,-0.002,0.00017
0.0005,-0.0078,0.0011,0.009,0.009,-0.00023
0.0001,-0.0003,0.0013,0.01,-0.01,0.00028
-0.0004,0.0049,0.0001,0.009,-0.007,0.00039
-0.0002,0.0058,0.0017,0.011,0.012,-7.0E-05
0.0001,-0.0054,0.0011,0.015,0.013,-0.00019
0.0003,-0.0087,0.0001,0.014,-0.004,-0.0001
-0.0003,0.0058,-0.0007,0.005,-0.019,0.00029
-0.0004,0.0067,0.0008,0.003,0.012,-7.0E-05
0.0002,-0.0042,0.0001,0.009,0.006,-0.0001
0.0003,-0.0042,0.0012,0.009,-0.011,-5.0E-05
-0.0004,0.0075,0.0002,0.013,-0.003,0.00013
-0.0002,0.0039,0.0014,0.014,0.014,-0.00024
0.0001,-0.004,0.0007,0.014,0.014,-0.0004
0.0006,-0.0099,-0.0004,0.011,0.003,-0.00038
-0.0003,0.0056,-0.0006,0,-0.023,0.00047
-0.0004,0.0036,0.0008,0.015,0.01,6.0E-05
0.0002,-0.0063,0.0003,0.014,0.01,-0.0003
-0.0004,0.0059,0.0009,0.002,-0.007,0.00032
0.0002,-0.0046,0.0012,0.013,0.01,-0.00019
0.0005,-0.0026,-0.0003,0.012,-0.011,-5.0E-05
-0.0004,0.0057,0,0.01,-0.009,0.00039
-0.0002,0.0065,0.0019,0.012,0.012,-8.0E-05
0.0002,-0.0045,0.001,0.016,0.017,-0.00041
0.0005,-0.0083,-0.0006,0.014,0.008,-0.0002
-0.0002,0.0073,-0.0007,0.002,-0.006,0.00035
-0.0001,0.0104,0.0001,0.001,0.008,0.00011
-0.0002,0.0099,0.0015,0.003,0.023,-9.0E-05
0.0004,0.0036,0.0039,0.009,0.037,-0.00043
-0.0001,-0.0009,-0.0016,0.01,0.04,-5.0E-05
0.0001,-0.0063,0,0.004,0.022,-8.0E-05
0.0001,-0.0056,0.0024,0.018,0.006,-0.00018
0.0001,-0.0075,0.0009,0.017,-0.004,-0.00011
-0.0002,0.0064,-0.0002,0.008,-0.007,0.00011
-0.0003,0.0021,0.0003,0.006,0.011,-0.00015
0.0004,-0.0065,0.0009,0.006,0.006,-0.00037
0.0002,-0.0082,0.002,0.008,-0.01,8.0E-05
0.0006,-0.0032,0.0007,0.009,-0.028,-0.00013
-0.0003,0.0086,0.0015,0.006,-0.024,0.00042
-0.0001,0.0116,0.004,0.013,0,1.0E-05
-0.0003,0.0101,-0.003,0.015,0.015,-0.00015
0.0001,-0.0083,0.0013,0.016,0.025,-0.00075
-0.0001,0.0078,0.0029,0.009,0.003,4.0E-05
-0.0002,0.0067,-0.0004,0.011,0.016,-8.0E-05
-0.0001,-0.0061,-0.0012,0.009,0.015,-0.00016
0.0001,-0.0096,0,0.005,0,-0.00016
-0.0001,0.0042,0.0007,0.011,-0.036,0.00031
-0.0001,0.009,0,0.008,-0.004,3.0E-05
-0.0002,0.0075,0.0011,0.008,0.011,-0.00013
0.0003,-0.0098,0.0019,0.012,0.005,-0.00035
0.0001,-0.0038,-0.0004,0.007,-0.034,0.00049
-0.0002,0.0078,0.0016,0.006,-0.024,0.00019
-0.0001,0.0025,0.0017,0.009,0.011,-4.0E-05
0.0007,-0.008,0.0013,0.011,0.006,-0.00051
0.0002,-0.0066,-0.0002,0.009,-0.014,0.00029
-0.0003,0.0098,0.0005,0.004,-0.006,0.00029
-0.0002,0.0092,0.003,0.008,0.015,-0.00012
0.0006,-0.0051,-0.0004,0.015,0.025,-0.00051
-0.0003,0.0042,0.0024,0.007,0.01,-1.0E-05
0.0002,-0.0062,0.0015,0.013,0.005,-0.00016
0.0003,-0.0064,0.0002,0.012,-0.011,9.0E-05
-0.0003,0.0042,0.0006,0.01,-0.018,0.00029
-0.0001,0.006,-0.0021,0.01,-0.003,1.0E-05
0.0002,-0.0058,0.0006,0.008,-0.002,-0.00013
0.0001,-0.0048,0.001,0.009,-0.013,0.00013
-0.0003,0.0091,0.0013,0.011,-0.005,0.00032
-0.0003,0.0103,0.0008,0.011,0.013,-5.0E-05
-0.0001,0.0027,0.0012,0.012,0.03,-0.00056
0.0008,-0.0095,-0.0018,0.01,0.023,-0.00059
0.0001,0.0003,-0.0004,0.001,-0.009,0.00032
-0.0004,0.0088,0.0009,0,0,0.00036
-0.0002,0.0084,0.0028,0.004,0.015,-0.00018
0.0002,0.0045,0.0044,0.01,0.025,-0.00032
-0.0002,0.0036,0.0061,0.016,0.031,-0.00035
0.0001,-0.0098,-0.0001,0.018,0.019,-0.00029
0.0006,-0.0129,-0.0022,0.013,0.003,-0.00017
-0.0002,0.0088,0.0019,0.005,0.001,0.0001
0.0001,0.0048,0.0023,0.011,0.026,-0.00017
-0.0001,-0.006,0.0006,0.003,0.025,-0.00015
0.0004,-0.0036,0.0016,0.018,-0.011,-6.0E-05
-0.0005,0.008,-0.0019,0.01,-0.006,0.00032
-0.0001,0.0077,-0.0002,0.008,0.01,-0.00018
0.0001,0.0038,0.0027,0.011,0.018,-0.00034
0.0001,-0.0067,-0.0003,0.002,0.012,-0.00022
-0.0002,0.0054,-0.0025,0.01,-0.021,0.00034
-0.0001,0.0093,0.0011,0.01,0.005,4.0E-05
-0.0001,0.0076,-0.0002,0.009,0.019,-0.00013
-0.0003,0.0044,0.0005,0.009,0.028,-0.00028
0.0009,-0.0105,0.0013,0.011,0.021,-0.00054
-0.0002,0.0067,0.0028,0.006,-0.01,0.00039
-0.0001,0.0041,0.0025,0.012,0.017,-0.0002
-0.0004,0.0083,-0.0012,0.022,-0.002,0.00027
-0.0002,0.006,0.001,0.02,0.029,-0.00017
0.0002,-0.0063,0.0009,0.02,0.024,-0.00014
-0.0003,0.0077,0.0007,0.013,0.01,0.00011
0.0003,-0.0061,-0.0012,0.014,0.023,-0.00017
-0.0002,0.004,0.0032,0.011,0.002,0.00022
-0.0003,0.005,0,0.016,0.021,-4.0E-05
0.0003,-0.0037,0.0015,0.018,0.025,-0.00019
0.0003,-0.0038,0.0036,0.012,0.007,-0.00018
0.0001,-0.0026,0,0.017,-0.013,8.0E-05
-0.0002,0.0042,0.0013,0.014,-0.007,6.0E-05
0.0002,-0.0042,0.0022,0.013,-0.01,-2.0E-05
-0.0003,0.0086,0.0015,0.012,0.015,4.0E-05
0.0002,-0.0104,0.0007,0.017,0.012,-0.00018
-0.0001,0.0052,0.0025,0.013,0.014,1.0E-05
-0.0001,0.004,0.0031,0.016,0.024,-8.0E-05
0.0002,-0.0062,0.0007,0.014,0.019,-0.00019
-0.0004,0.0056,0.0013,0.01,-0.007,0.00021
0.0002,-0.0044,0.0012,0.009,0.008,-0.00011
0.0004,-0.0108,0.0014,0.005,-0.013,-0.00017
0.0001,-0.0053,0.0017,0.004,-0.039,0.00029
-0.0004,0.0092,0.0039,0.012,-0.019,0.00011
0.0001,-0.0047,0.0041,0.022,-0.002,-0.00056
0.0006,-0.0109,0.0002,0.022,-0.015,-0.00024
0.0001,-0.006,-0.0003,0.018,-0.038,0.00047
-0.0001,0.0078,-0.0004,0.01,-0.035,0.00049
-0.0006,0.0132,0.0011,0.008,-0.021,0.00032
0.0001,0.0087,0.0034,0.013,0.018,-0.00036
0.0003,-0.0062,0.0006,0.008,0.022,-0.00025
-0.0002,0.0051,0.0002,0.007,0.003,0.00015
-0.0002,0.0051,0.0026,0.008,0.01,-8.0E-05
0.0001,-0.004,0.0018,0.009,0.013,-0.00018
0.0002,-0.0057,0.0018,0.009,0.005,-7.0E-05
-0.0004,0.0086,0.0025,0.005,0.012,0.00014
-0.0001,0.0052,0.0037,0.009,0.025,-0.00031
0.0004,-0.0143,0.0009,0.017,0.003,-0.00031
0.0004,-0.0014,0.0037,0.032,-0.01,0.00022
-0.0007,0.0063,0.0017,0.029,-0.006,0.00039
-0.0004,0.0021,0.0036,0.016,0.01,7.0E-05
0.0001,-0.0044,0.0048,0.02,0.006,-0.00018
0.0004,-0.0059,0.0031,0.021,-0.001,-6.0E-05
0.0002,-0.0035,0.0046,0.022,-0.01,0.00026
0.0001,0.0036,0.0049,0.024,-0.011,0.00033
-0.0001,0.0082,0.0019,0.022,-0.002,0.00016
-0.0003,0.0038,0.0027,0.018,0.028,-0.00013
0.0007,-0.0052,0.0035,0.02,0.026,-0.00023
0.0008,-0.0066,0.0063,0.019,-0.012,-0.00013
-0.0004,0.0057,0.0038,0.019,-0.019,0.0003
-0.0003,0.0066,0.0025,0.018,0.027,-6.0E-05
0.0006,-0.0085,0.0021,0.017,0.023,-0.00026
-0.0001,0.0028,0.0042,0.017,-0.004,0.00028
-0.0001,0.0062,0.0025,0.016,0.014,1.0E-05
-0.0002,-0.0002,0.0021,0.012,0.029,-0.00015
0.0005,-0.0049,0.0025,0.011,0.025,-0.00027
-0.0002,0.0011,0.0031,0.014,0.009,1.0E-05
-0.0001,0.0038,0.0014,0.008,0.007,0.00014
0.0002,-0.0044,0.0024,0.014,0.003,-4.0E-05
0.0004,-0.0034,0.0045,0.017,-0.01,-6.0E-05
-0.0003,0.0079,0.003,0.017,-0.003,0.00022
0.0005,-0.0084,0.0022,0.009,0.006,-0.00015
0.0001,-0.0043,0.0029,0.008,-0.013,0.00024
-0.0004,0.0065,0.0038,0.01,-0.009,0.00028
-0.0002,0.0051,0.0054,0.016,0.011,-0.00015
0.0002,-0.0035,0.0019,0.014,0.014,-0.00023
0.0002,-0.0007,0.0037,0.013,-0.009,1.0E-05
-0.0005,0.0032,0.0024,0.012,-0.007,0.00014
0.0006,-0.0081,0.0025,0.012,-0.019,-0.00015
0.0001,-0.0033,0.0017,0.009,-0.032,0.00045
-0.0005,0.0092,0.0013,0.004,-0.025,0.00047
-0.0003,0.0102,0.0053,0.009,0.018,-0.00013
0.0004,-0.0076,0.0034,0.021,0.023,-0.00024
-0.0002,0.005,0.0004,0.004,0.012,0
-0.0001,-0.0041,0.0048,0.008,0.014,-0.0001
0.0005,-0.0085,0.0043,0.014,-0.01,-7.0E-05
-0.0003,0.0056,0.0034,0.013,-0.022,0.00034
0.0004,-0.0043,0.0016,0.013,0.004,-0.0002
-0.0005,0.0094,0.0009,0.006,0.01,0.00039
-0.0003,0.0091,0.0034,0.008,0.028,-0.00015
0.0003,-0.004,0.0026,0.014,0.036,-8.0E-05
-0.0003,-0.0012,0.0006,0.011,0.028,0.00016
0.0001,-0.0048,0.0025,0.01,0.018,-0.0001
-0.0001,0.0027,0.0033,0.001,-0.004,7.0E-05
-0.0003,0.0022,0.0029,0.015,0.01,3.0E-05
0.0002,-0.0057,0.0034,0.019,0.004,-0.00015
0.0001,0.0045,0.0014,0.013,-0.011,0.00031
-0.0002,0.0055,0.0011,0.007,0.013,-0.00013
0.0001,-0.0066,0.0032,0.006,0.004,-7.0E-05
-0.0003,0.0061,0.0025,0.014,-0.015,0.00036
-0.0001,0.008,0.003,0.014,-0.003,2.0E-05
-0.0003,0.0062,0.0005,0.013,0.013,-6.0E-05
0.0001,-0.0055,0.0048,0.016,-0.002,-0.00018
0.0004,-0.0066,0.0021,0.017,-0.011,-3.0E-05
-0.0003,0.0082,0.0007,0.012,-0.014,0.00043
-0.0002,0.0095,0.0005,0.006,0.013,-0.00017
-0.0004,0.002,0.001,0.002,0.027,-0.00034
0.0002,-0.0073,0.0031,0.002,0.023,-0.00061
0.0003,-0.0093,0.0047,0.007,0.005,-1.0E-05
-0.0002,0.0058,0.0027,0.013,-0.007,0.00026
-0.0001,0.0039,0.0021,0.012,0.014,-0.00014
-0.0001,0.0054,0.0012,0.005,0.027,4.0E-05
0.0001,-0.0058,0.0045,0.016,0.025,-9.0E-05
0.0001,-0.0036,0.002,0.005,0.001,-0.00016
0.0002,-0.0055,0.003,0.005,-0.012,-4.0E-05
-0.0002,0.0056,0.0025,0.013,-0.006,0.00013
-0.0002,0.002,0.0029,0.015,0.009,-0.00014
0.0006,-0.0036,0.002,0.014,0.008,-0.00026
-0.0001,0.0048,0.0004,0.004,0.009,4.0E-05
-0.0001,0.004,0.0021,0.003,0.016,-0.00034
0.0001,-0.009,0.0043,0.006,0.005,-0.00026
0.0001,-0.0055,0.0043,0.011,-0.035,0.0004
-0.0001,0.0053,0.0042,0.012,-0.036,0.00047
-0.0001,0.0108,0.0034,0.012,-0.024,0.00034
-0.0004,0.0048,0.0005,0.013,0.011,-4.0E-05
-0.0003,0.0062,0.002,-0.001,0.018,0.0002
-0.0002,0.0056,0.0021,-0.001,0.029,-0.00014
0.0002,-0.0039,0.0039,0.004,0.033,-0.00029
0.0004,-0.0063,0.0014,0.009,-0.011,-0.00017
-0.0002,0.0052,0.0047,0.014,-0.007,3.0E-05
0.0003,-0.0058,0.0012,0.009,-0.012,-8.0E-05
-0.0005,0.006,0.0065,0.004,-0.001,0
0.0005,-0.0076,0.0056,0.013,0,-0.00047
-0.0007,0.0085,0.0022,0.009,-0.024,0.00043
-0.0008,0.0075,0.003,0.002,0.012,0.00013
0.0001,-0.009,0.005,0.011,0.006,-1.0E-05
-0.0002,0.005,-0.0009,0.015,-0.017,0.00046
-0.0001,0.0069,0.0021,0.015,0.011,7.0E-05
0.0002,-0.0044,0,0.014,0.023,-2.0E-05
-0.0001,0.0004,0,0.011,0.011,0.00011
-0.0002,0.0037,0.0001,0.007,0.013,0
0.0001,-0.0076,0.0009,0.01,-0.005,-8.0E-05
-0.0001,0.0054,0.0008,0.011,-0.024,0.00014
0.0002,-0.0066,0.0008,0.007,-0.017,-5.0E-05
-0.0001,0.0082,0.001,0.017,-0.016,9.0E-05
0.0001,-0.0079,0.0011,-0.001,0.002,-0.00012
0.0001,-0.005,0.0034,0.007,-0.034,0.00016
0.0001,0.0051,0.0033,0.022,-0.032,0.00015
-0.0001,0.0093,-0.0018,0.016,-0.004,5.0E-05
-0.0002,0.0084,-0.0017,0.012,0.014,-9.0E-05
0.0002,-0.0076,0.0012,0.004,0.017,-0.00018
-0.0001,0.0093,0.0013,0.007,0.002,0.00015
-0.0002,0.0094,0.0023,0.009,0.017,-9.0E-05
0.0001,-0.0077,0.0008,0.017,0.023,-0.00025
0.0003,-0.0092,0.0001,0.017,0.009,-3.0E-05
-0.0001,0.0062,-0.0005,0.003,-0.005,0.00021
-0.0001,0.0077,-0.0001,0.002,0.01,0
-0.0002,0.007,0.0022,0.004,0.021,-5.0E-05
0.0001,-0.0033,0.0017,0.011,0.032,-0.00033
0.0002,-0.0082,0.0013,0.016,-0.002,-1.0E-05
-0.0001,0.0035,-0.0012,0.009,-0.021,0.00025
-0.0002,0.0075,0.0009,0.01,-0.004,8.0E-05
0.0001,-0.0071,-0.0014,0.013,-0.002,-5.0E-05
0.0001,-0.0059,-0.0016,0.01,-0.013,0.00012
-0.0002,0.007,0.001,0.006,-0.003,8.0E-05
0.0001,-0.0036,0.0016,0.013,0.012,-0.0002
0.0002,-0.0058,0.0007,0.013,0.003,-9.0E-05
-0.0003,0.0076,-0.0012,0.004,0.001,0.00015
