REGRESSION,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10
38.7,48.7,30.2,27.6,0.09,30.19,7.6,3.68,11.3,34.28
58.9,68.4,49.1,48.9,0,30.02,7.7,13.9,18.3,34.28
61,74.8,47.1,50.7,0,29.81,7.3,5.06,13.8,34.28
47.1,59,32,38,0,30.02,7.4,7.14,18.3,34.28
52.7,69.4,38.8,43.5,0,30.14,6.4,5.18,16.1,34.28
80.1,92.8,64.2,48.8,0,29.78,7.2,14,25.3,34.28
72.6,86.5,59,42.1,0,29.94,6.8,13.6,20.8,34.28
71.9,82.9,62.4,40.9,0,29.73,7.8,7.48,16.1,34.28
54.9,62.6,47.8,51.5,0.5,29.8,7.8,9.44,16.1,34.28
75.7,89.6,60.3,55.4,0,29.85,7.3,5.75,13.8,34.28
53.6,65.8,43.9,46.9,0,30.17,7.7,5.41,16.1,34.28
84.2,95.5,73.6,41.5,0,29.76,7.1,17.6,25.3,29.92
74.3,85.3,64.4,47.8,0,29.99,7.1,16.2,25.3,34.28
49.5,56.7,42.6,46.7,1,29.48,7.7,12.5,27.5,34.28
69.2,87.1,50.2,43.7,0,29.94,7.2,4.83,13.8,34.28
45,53.2,39.2,23.6,0,30.06,7.6,27.7,39.1,52.94
84,94.1,74.5,42.9,0,29.82,7.2,21.7,64.3,34.28
77,86,69.4,56.3,0,29.86,7.7,17,23,34.28
55.8,69.1,38.5,44.3,0,30.02,7.2,9.67,18.3,34.28
50.4,59,42.4,35.3,0,30.22,6.9,15.1,20.8,34.28
64.4,78.6,50.7,45.1,0,29.98,7.2,3.68,9.21,34.28
41.4,53.6,28,28,0,30.39,7.3,7.37,13.8,34.28
77.1,86.2,69.8,60.5,0,29.72,7.4,15.1,25.3,34.28
46.3,52.9,41,38.3,0,30.13,7.8,18,23,34.28
54.2,63.5,42.8,51.4,0.4,29.93,7.7,9.78,27.5,36.94
53.3,66,34.5,43.2,0.09,30.01,6.7,10.1,23,34.28
82.2,93.7,73,42.5,0,29.87,7.3,15.8,23,29.92
49.8,61,40.6,39.3,0,29.98,6.9,10.4,18.3,34.28
63.3,75.7,53.6,54.3,0,30.04,6.4,4.83,13.8,34.28
85.3,97.2,69.6,55.4,0,29.66,7.3,18.8,27.5,34.28
35.9,46.4,26.6,19.8,0,30.3,7.4,12.2,23,34.28
58.5,72,46.2,47,0,30.05,7,6.1,16.1,34.28
59.7,68.9,52.2,52.2,0,29.98,7.9,5.29,9.21,34.28
68.5,78.4,59.5,52.4,0,30.05,7.4,13,16.1,34.28
62.9,77,45.7,50.8,0,29.91,6.6,5.18,9.21,34.28
47.9,61.5,38.5,45.5,0,30.22,5.5,3.11,11.3,34.28
54.4,61,47.7,50.3,0.3,30,7.9,9.44,16.1,34.28
71.7,80.8,60.8,48,0,30.06,7.8,18.7,27.5,39.13
44,56.8,37.8,41.4,0.1,29.72,7.2,9.9,29.9,34.28
81.2,95,64.9,52.1,0,29.92,7.1,8.75,18.3,34.28
60.3,70.2,43.3,52.1,0,29.96,7.4,6.67,13.8,34.28
67.1,78.8,53.6,48.6,0,29.87,7.5,12.5,20.8,34.28
45.7,49.5,41,41.3,0.1,29.78,4.1,8.4,13.8,34.28
79.2,95,63,56.1,0,29.79,7.3,12.3,23,34.28
86.9,96.1,78.4,56.2,0,29.87,7.3,20.2,27.5,34.28
59.1,69.8,48.2,44.5,0.1,29.89,7.5,15.5,29.9,34.28
83.8,94.6,75.2,55.8,0,29.79,7.3,17.6,23,34.28
51.3,58.6,37.9,45,0,30.26,7.3,12.8,20.8,34.28
87,97.7,77,53.5,0,29.8,7.3,17.3,23,29.92
48,60.3,37.4,45.4,0,30.34,5.8,4.14,11.3,34.28
45.6,60.8,33.4,41.4,0,30.25,5.6,3.45,23,34.28
46.2,51.8,35.2,43.1,0,30.03,7.6,5.52,13.8,34.28
53,64.4,41.5,39.4,0,30.23,7,16,29.9,34.28
62.7,75.2,55.4,54.7,0.4,29.7,7.8,5.18,13.8,34.28
71.5,87.8,57.9,52,0,29.92,7.4,5.18,13.8,34.28
53.4,59.7,46.4,48.2,0,29.87,7.6,10.8,20.8,27.5
52.9,61.2,43.3,39.7,0,30.04,7.3,11.9,20.8,34.28
57.7,68.4,46.6,52.2,0,30.14,7.8,9.78,18.3,34.28
67.9,80.6,56.3,54.8,0,30.05,7.8,6.33,13.8,34.28
50.4,59.4,42.8,39.1,0,30.03,7.4,14.7,57.4,34.28
47.2,59.7,34.9,40.4,0,30.38,7,4.37,11.3,34.28
79,86,69.6,56.3,0,29.9,7,18.3,27.5,34.28
84.8,96.8,73.2,61.7,0,29.75,7.1,15.4,23,34.28
46.2,59.2,35.2,41.1,0,30.25,7,5.29,19.81,34.28
50.8,66,36.7,45.5,0,30.25,5.4,4.03,9.21,34.28
48.1,54.3,42.8,32.7,0,30.27,7.5,22.4,32.2,43.62
68.2,78.3,59,53.3,0,29.91,7.7,15.8,25.3,34.28
77.3,84.2,69.8,54.6,0,29.79,7.5,23.7,29.9,41.31
66.2,80.6,53.6,53.2,0,29.58,7.6,4.95,13.8,34.28
45.6,54.5,33.8,32.5,0,30.29,7.2,14.6,20.8,34.28
77,86.2,67.1,57.1,0,29.81,7.5,16.4,25.3,34.28
43,53.8,33.6,33.1,0,30.21,6.9,12.8,18.3,34.28
46.9,51.1,41,41.2,0,29.89,6.7,11.5,18.3,34.28
80.5,93,68.4,56,0,29.84,7.4,7.02,13.8,34.28
76.1,92.1,58.1,55.7,0,29.84,7.2,4.37,9.21,34.28
60.3,73.4,46.4,51,0,30.14,7,7.48,13.8,34.28
57.4,65.8,50,49,0.3,30.03,7.8,9.67,18.3,34.28
55.1,64.4,47.1,39.1,0,30.09,7.5,12.5,16.1,34.28
45.4,58.1,30.9,28.9,0,29.99,7.6,10,19.81,34.28
80.3,93.2,63,56.5,0,29.94,7.4,10.9,20.8,34.28
69.8,84.2,52.9,54.8,0,29.88,7.2,7.83,18.3,34.28
75.5,86.7,64,52.8,0,29.9,7.2,14.3,23,34.28
68.2,80.1,53.4,55,0,30.03,7.5,7.83,18.3,34.28
73.7,88,60.8,54.5,0,29.84,7.1,7.25,18.3,34.28
79.9,89.6,67.1,61.2,0,29.89,7,13.5,25.3,34.28
50.4,58.3,40.8,46.7,0,30.1,7.2,10.5,13.8,34.28
45,52,37.9,36.4,0.1,30.35,7.9,10.9,16.1,34.28
83.4,99.5,63.7,52.9,0,29.81,7.3,7.6,18.3,34.28
38.8,42.8,35.6,29.4,0,30.14,7.7,24,34.4,46.03
45.9,55.8,39.2,29.7,0,30.03,7.4,24.4,34.4,34.28
45,64.6,39.2,39.4,0.2,29.94,6,17.6,25.3,34.28
54.1,66.2,43.3,49.4,0,30.17,7.4,2.3,6.9,34.28
60.9,71.4,52.2,46.8,0,29.94,7.4,17.4,27.5,34.28
57.5,64.4,50,49.7,0.09,29.92,7.8,14.8,23,32.22
49.3,63.1,34.7,35.4,0,30.09,6.9,7.83,16.1,34.28
36.2,44.8,27.1,26.7,0,30.31,7.6,6.79,11.3,34.28
73.2,84.4,61.3,53.6,0,29.92,7.7,9.9,16.1,27.5
73,81.9,66.2,56.7,0,29.82,7.7,19.5,27.5,39.13
70.9,81.7,64.4,55,0,29.97,7.1,15.7,20.8,34.28
85,99,71.6,43.3,0,29.75,7.2,16.1,23,27.5
79.3,87.3,70.2,57.6,0,29.81,7.3,20.8,29.9,34.28
72.4,86.5,57.6,56.5,0,29.93,7.4,7.48,13.8,34.28
65.8,77,54.1,56.4,0,30.01,6.2,10.9,20.8,34.28
79,93.2,61.9,53.1,0,29.93,7.4,5.18,13.8,20.83
80.9,96.8,62.6,53.9,0,29.86,6.7,10.2,20.8,34.28
84.4,95.5,68.9,45.5,0,29.93,7.3,16.6,20.8,34.41
86.8,104,67.5,55.9,0,29.77,7.3,6.9,16.1,34.28
82.3,92.1,72.5,57.2,0,29.82,7.4,21,25.3,34.28
47.2,62.8,28,37.2,0,30,7.2,6.79,13.8,34.28
67.1,83.3,50,47.2,0,29.99,7.2,4.6,11.3,34.28
47.1,51.8,41.9,45.6,0.4,29.75,4.5,6.21,18.3,34.28
42.3,49.8,35.6,28.5,0,30.1,7.4,21.5,27.5,36.94
85.4,97.5,73.2,46.7,0,29.85,7.2,18.3,23,34.28
65.8,77.2,55.6,44.6,0,29.93,7.1,15,20.8,34.28
65.8,82.4,53.6,49.9,0,29.91,7.1,6.79,13.8,34.28
61.9,73.9,51.8,53.8,0,29.87,7.5,7.37,16.1,34.28
46.8,54.5,37.6,41.3,0,30.17,4.2,8.17,16.1,34.28
58.5,63,55,50.4,0.1,29.99,7.7,16.1,25.3,36.94
52.9,62.6,45,48.7,0,30.32,8,6.21,13.8,34.28
67.2,77,62.4,61.4,2.4,29.91,7.9,4.95,13.8,34.28
78.7,88,68.4,56.8,0,29.9,7.4,19.6,23,34.28
62.9,71.2,55.4,53.8,0,29.81,7.2,4.95,11.3,34.28
83.2,95,71.2,54,0,29.73,7.1,18.3,25.3,34.28
66.5,72.9,52.5,53,0,30.01,7.7,12.5,18.3,34.28
48.2,63,32,30.8,0,30.22,7.5,3.22,6.9,34.28
60.9,72.1,49.1,50.7,0,29.68,6.7,8.17,18.3,34.28
78.5,90.5,65.5,54.6,0,29.95,7.3,8.4,16.1,34.28
41.5,49.8,34.9,31.7,0.1,30.22,7.6,17.3,25.3,34.28
47.5,52.7,44.4,44,0.09,29.82,3.7,7.6,13.8,34.28
74.6,85.1,65.7,48.7,0,29.96,7.3,19.9,25.3,34.28
77.6,89.4,69.6,57.8,0,29.79,7.4,18.6,25.3,34.28
66.4,75.4,57.2,56,0,29.96,7.8,12.7,20.8,34.28
58.8,68.2,51.8,53.2,0.2,29.86,7.9,12.4,23,29.92
60.7,65.5,57.4,53.8,0,29.97,7.7,15.3,23,34.28
46.8,59,37,43.7,0,30.18,6.4,2.53,6.9,34.28
41.8,50.4,35.6,28.2,0,30.23,7.3,19.1,25.3,34.28
54.4,66.2,43.5,31.1,0,30.23,7.3,18.1,25.3,34.28
62.8,71.6,53.6,54.6,0,29.96,7.2,7.37,13.8,34.28
75.7,87.1,63.3,58,0,29.8,7.2,11.9,23,34.28
59.9,72,46.6,39.2,1.1,29.96,7.1,10.9,18.3,34.28
53.1,68,41.4,43.7,0,29.79,6.1,4.03,9.21,34.28
82.9,95.2,69.6,56.8,0,29.73,7.4,21,27.5,36.94
83.5,96.8,69.8,56.1,0,29.71,7.2,11.3,16.1,34.28
73.1,89.8,57.9,56.6,0,29.91,7.3,6.1,16.1,34.28
84,100,66.9,60.1,0,29.76,7.1,8.52,18.3,34.28
85.3,97.2,65.7,53.1,0,29.93,7.2,15.8,23,34.28
50.4,59.9,41,47.2,0,30.08,7.6,4.26,6.9,34.28
78.9,87.8,70.5,55.3,0,29.87,7.4,18.5,27.5,40.28
52.6,64,42.8,45.9,0.3,29.79,7.6,14.2,27.5,29.92
50.7,62.6,36.7,45.6,0,29.93,6.3,6.9,13.8,34.28
48,59.2,38.3,43.6,0.1,30.01,7.6,6.33,11.3,20.83
54.2,64.4,42.8,40.9,0,29.73,7.2,16.3,27.5,34.28
43.8,53.1,33.8,33.9,0.1,30.07,6.3,10.2,34.4,34.28
44.7,54.1,36.1,26,0,30.01,7.5,17,23,29.92
74.6,86.9,59.7,49,0,29.88,7.1,15.3,20.8,34.28
82.8,91.9,72,56.5,0,29.79,7.2,16.4,23,27.5
79.6,90.1,69.3,48.8,0,29.86,7.3,17.4,23,34.28
79.7,91.8,67.6,59.9,0,29.68,7.3,8.63,20.8,34.28
36.9,52.3,25.3,25.4,0,30.3,6.9,4.26,18.3,34.28
66.9,81.5,49.1,48.6,0,29.91,7.2,5.52,11.3,34.28
33.8,45,26.1,22.5,0,30.3,7.2,8.17,13.8,34.28
44,49.3,35.6,39.4,0.6,29.8,7.8,11.8,23,34.28
51.2,61.5,42.1,46.9,0,30.05,4.2,4.26,13.8,34.28
56.5,66.2,44.6,48.2,0,30.12,6.8,10.9,20.8,34.28
66.9,77.5,55.9,42.5,0,30.07,7.1,10.7,16.1,25.32
43.8,50.9,35.6,37,1.1,29.92,7.6,13.4,20.8,34.28
54.6,64.9,46,50.4,0,29.98,7.4,9.32,13.8,34.28
72.7,86.4,53.6,53.8,0.09,29.72,7.4,8.17,23,34.28
59.8,66.6,56.5,44.1,0,30.11,7.6,21.6,27.5,34.41
55.3,64.4,48.9,43.1,0,29.96,7.4,13.5,20.8,34.28
47.3,57.2,40.6,42.2,0,29.88,6.1,2.65,6.9,34.28
79.4,91.4,68,57.1,0,29.82,7.2,13.6,23,34.28
35.6,48.2,23.4,28.1,0,30.14,6.2,7.48,23,34.28
48.5,59.9,38.5,44.7,0,30.3,6.4,6.56,13.8,34.28
40.1,48.9,32,33.4,0,30.04,5.7,10.2,23,34.28
61.6,75.2,48.7,52.5,0,30.05,7.4,6.67,13.8,34.28
75.5,85.5,64,58.7,0,29.85,7.4,16.8,25.3,34.28
75.3,87.1,61.5,57.3,0,29.74,7.2,12.3,25.3,34.28
45.3,54.3,39.2,41.9,1.3,29.69,6.2,15.8,27.5,39.13
44.6,55.8,35.2,39.5,0,30.3,5.1,7.37,16.1,34.28
81.2,95.9,69.8,46.7,0,29.83,6.7,14.2,20.8,34.28
48.8,53.6,42.8,45.5,0.5,29.86,7.3,7.02,11.3,34.28
82.8,93.6,73.4,58.4,0,29.78,7.2,17.9,23,34.28
58.2,69.8,48,49.2,0,29.95,7.6,9.55,20.8,34.28
63.3,77.7,47.5,49.9,0,30.06,7.2,7.14,13.8,34.28
83.8,95.2,70.2,52.8,0,29.83,7.5,16.3,25.3,34.28
62.5,78.8,48.4,51.5,0,29.94,7,5.87,16.1,34.28
79.4,95.2,62.4,51.4,0,29.73,7.2,6.9,19.4,34.28
79.2,88.7,67.1,58.4,0,29.78,7.6,12.7,25.3,34.28
74.1,83.8,66,59.8,0,29.82,7.8,13.2,20.8,34.28
65.8,84.2,50,49,0,30.01,7.2,4.83,13.8,34.28
41.8,57.2,28.4,31.6,0,30.36,7.2,4.72,19.81,34.28
34.5,43.2,27.1,18.1,0,30.35,7.4,11.6,20.8,34.28
42.9,49.3,39,30.4,0,30.06,7.9,21.6,27.5,34.28
53.8,64.4,46.2,49,0,30.32,7.8,7.14,13.8,34.28
41,59,27.5,27.4,0,30.29,7.2,1.61,6.9,34.28
49.7,61.2,42.8,45.6,0.1,30.2,5.9,2.42,19.81,34.28
75.3,89.2,59.9,54.7,0,29.93,7.4,10.7,20.8,34.28
68.7,79,62.6,45.5,0,30.1,7.1,19.9,25.3,34.28
51.6,60.8,42.4,48.3,0,29.94,4.7,3.11,6.9,34.28
45.4,52.5,35.1,38.9,0,30.25,6.6,2.76,11.3,34.28
87.1,97,76.8,56.1,0,29.78,7.2,18.4,25.3,34.28
42.9,48.2,37.6,35.9,0,30.05,7.7,13.2,20.8,34.28
76.4,92.5,60.8,53.3,0,29.8,7.2,5.06,13.8,18.3
73.4,84.7,62.6,56.6,0,29.94,7.4,10.2,20.8,34.28
51.7,60.6,41.9,49.4,0,30.14,5.8,5.18,11.3,34.28
80.2,92.1,68,50,0,29.78,7.2,15.1,23,34.28
44.6,58.3,33.1,37.6,0,30.3,6.1,7.14,16.1,34.28
61.6,68.9,53.6,55.4,0.4,29.78,7.7,15.4,23,32.22
44.9,52.7,35.8,35.4,0.1,29.88,7.6,7.6,18.3,34.28
39.3,52.3,25,28.2,0,30.25,7.1,11.1,23,34.28
43,59.2,29.3,33.9,0,30.26,6.4,6.44,20.8,34.28
67.3,75.4,60.8,61.8,0.5,29.84,7.2,7.71,13.8,34.28
59.9,67.3,55.4,58.1,0.3,29.86,7.6,4.83,16.1,34.28
74.9,88.2,61.3,57.5,0,29.85,7.6,5.75,13.8,34.28
60.9,69.1,50.2,48.7,0,30.26,7.4,13.1,18.3,34.28
52.2,63.3,43.3,48.4,0,30.26,7.2,4.95,9.21,34.28
44.6,52.2,36,42.6,0,29.83,2.5,7.02,13.8,34.28
78.8,91.4,62.4,51,0,29.91,7.1,9.32,18.3,34.28
84.2,94.5,72,49.9,0,29.85,7.3,15.3,20.8,27.5
41.7,47.3,33.8,32.8,0,29.76,7.7,15.8,23,34.28
71.9,81.5,61.7,53.9,0,29.9,7.5,11.2,20.8,23.02
58.8,72.1,43.9,44.5,0,30.04,7.3,9.9,18.3,34.28
82.8,93.9,71.1,54.3,0,29.8,7.3,17.8,25.3,34.28
51.3,66.4,36,42.8,0.09,30.06,6.8,7.6,16.1,34.28
47.7,60.8,37.9,42.4,0,29.92,6.3,1.96,18.3,34.28
73.8,84.2,65.5,50.8,0,30.02,6.7,18.9,25.3,34.28
63.7,75.2,53.6,53.9,0.09,29.73,7.7,10.5,25.3,32.22
73,84.9,58.6,55.1,0,29.89,7.5,9.9,18.3,34.28
47.7,54.7,37.2,35.6,0,30.06,7.1,8.06,16.1,34.28
82.5,92.5,75.2,44.4,0,29.83,7.2,24.4,32.2,43.62
54.9,63.3,48.2,50.6,0,29.6,7.8,11.9,20.8,34.28
37.8,43.7,33.6,22.4,0,30.28,7.5,15.1,25.3,34.41
57.9,66.2,51.8,54.7,1.1,30.12,7.5,8.17,16.1,34.28
86.1,96.8,74.8,51,0,29.82,7.4,14.9,20.8,34.28
52.3,59,46.4,47.5,0,29.88,7.1,12.6,20.8,34.28
80.8,91.9,64.2,56.8,0,29.9,7.2,10.7,20.8,34.28
52.9,60.8,48.9,49.1,0.3,29.92,10.1,8.17,13.8,34.28
79,92.1,66.6,64.4,0,29.76,7.4,7.25,16.1,34.28
85.3,105,66.2,51.6,0,29.8,7.3,4.72,11.3,34.28
78.3,92.5,58.5,53.6,0,29.81,7.2,7.71,18.3,34.28
81.1,93.4,68.2,54.5,0,29.81,7.3,16.4,25.3,27.5
43.4,52.5,34.5,29.3,0,30.25,7.4,16,57.4,34.28
64.8,79,50.5,48.5,0,29.88,7.6,3.91,11.3,34.28
48.6,59,39.2,33.4,0,30.07,7.2,18.7,23,34.28
77.5,88.7,62.8,57.6,0,29.81,7.5,7.14,18.3,34.28
78.8,89.1,66,54.1,0,29.97,7.4,18,27.5,39.13
54.3,59.4,48.2,49.8,0,29.9,6.8,8.4,16.1,34.28
54.7,70.3,37.4,44.5,0,30.1,7,11.9,23,34.28
68.2,80.6,57.2,47.2,0,30.07,7.2,17,23,29.92
72.2,86.9,57.4,55.1,0,30.02,7.4,4.6,11.3,34.28
60.5,73.2,46,47.1,0,30.09,7.2,8.63,16.1,34.28
41.3,56.3,29.1,35.8,0,30.26,5.3,0.92,4.72,34.28
51.5,59.2,46.4,48.8,0.1,29.97,7.3,4.72,11.3,34.28
53.6,61.2,46.4,45.2,0.1,29.87,7.7,14,23,34.28
43.9,57.2,28.4,33.4,0,30.23,7.4,5.75,11.3,34.28
53.4,55.4,51.1,51.8,0.1,29.97,5.2,6.33,11.3,34.28
80.3,91.4,63.5,43.4,0,30.01,7.3,16.3,23,34.28
38.1,48.6,28.4,26.8,0,30.41,7.1,9.21,18.3,34.28
62.3,77,49.6,50.8,0,29.96,7.4,5.98,16.1,34.28
54.4,62.6,46.4,40.7,0,30.25,7.1,20.8,27.5,34.28
69.8,85.1,55.2,60.3,0,29.94,6.4,5.87,16.1,34.28
52.1,59.7,39.2,42,0.1,29.61,7.6,14.9,29.9,39.13
81.1,89.8,71.6,58.9,0,29.86,7.6,16.3,25.3,34.28
37.2,48.4,25.7,27.5,0,30.16,6.3,3.22,9.21,34.28
61.7,74.1,53.1,54.6,0,30.04,7.8,4.95,13.8,34.28
52.8,59.9,46.8,43,0,29.92,7.2,13.1,18.3,34.28
72.1,86,61.5,58.9,0.09,29.9,7.7,8.4,18.3,34.28
60.4,67.3,53.6,50.1,0,30,7.7,19.2,27.5,41.31
70.8,86,53.1,52.3,0,30.05,7.5,7.94,16.1,34.28
72.6,84.7,55,49.9,0,29.94,7.2,15.6,23,34.28
72.2,81,62.6,53.4,0,29.69,7.5,10.7,20.8,29.92
83.2,93.6,71.6,57,0,29.69,7.4,14.2,23,34.28
40.2,48.9,32,20,0,30.25,7.2,14.1,25.3,34.28
56.8,63,51.3,53.3,0,30.01,7.8,10.5,20.8,34.28
58,66.6,51.8,39.5,0.5,29.69,7.1,9.09,25.3,34.28
54.3,64.4,42.1,46.5,0,30.14,7.4,10,18.3,34.28
69.9,80.1,57.2,56.4,0.1,29.98,7.8,6.21,13.8,34.28
48,53.8,41,27.4,0,30.27,7.4,24,34.4,48.33
58.6,68.2,52.5,39.9,0,30.14,7.7,14.5,23,34.28
54.1,62.8,44.4,38.6,0,29.96,7.4,15.3,20.8,34.28
84.8,95.4,72.7,50.3,0,29.81,7.2,17.9,27.5,34.28
58.2,67.3,51.8,40,0,30.17,7.2,22.9,32.2,34.28
54.9,64.9,44.8,48.1,0,30.04,7.9,8.86,16.1,34.28
72.6,86.2,55.4,53.2,0,29.83,7.2,11.1,20.8,34.28
69.2,78.4,59,53.8,0,29.95,7.6,11.9,20.8,34.28
82.7,93.7,72.5,58.9,0,29.86,7.2,16.6,23,34.28
74.3,85.8,59.7,46.7,0,29.88,7.3,13.8,23,34.28
49.6,54,46,48.8,1.6,29.86,7.2,9.09,13.8,34.28
73.9,84.9,63.3,53.8,0,29.95,7.2,14.3,20.8,34.28
82.1,93.2,71.1,52.6,0,29.78,7.3,20.1,27.5,39.13
42.2,45.9,37.4,39.6,0.1,30.43,6.2,6.1,18.3,34.28
59.8,72.5,47.5,50.2,0,30.2,7.3,8.52,16.1,34.28
83,93.2,72.5,45.6,0,29.78,7.2,20.8,27.5,34.28
49.9,59.4,41,44.9,0,29.75,6.1,6.1,20.8,34.28
83.2,100,65.7,54.7,0,29.79,7.4,6.44,11.3,34.28
43.7,51.3,37,29.6,0,30.4,7.2,21.7,27.5,34.28
74.6,89.6,58.3,53.6,0,29.91,7.5,4.03,40.2,34.28
82.2,92.5,71.6,56,0,29.82,7.4,17.3,25.3,29.92
49.7,57.2,41,46.2,0.1,29.96,7.6,13.3,23,34.28
77,89.6,66.7,58.8,0.09,29.67,7.7,19.1,27.5,41.31
82.6,100,64.8,54.9,0,29.7,7.5,8.52,27.5,34.28
76.7,88.9,59.7,52.9,0,29.92,7.5,7.14,16.1,34.28
47.5,54,41,40.6,0,30.22,5.7,10.2,18.3,34.28
40.9,52.7,25.9,32.2,0.09,29.82,7,8.4,18.3,34.28
74.5,86.7,62.4,57.9,0,29.86,7.4,10.5,23,34.28
74.4,89.2,58.6,53.9,0,29.81,7.5,8.06,23,34.28
57.5,71.8,42.8,49.2,0,30.11,7.4,7.02,13.8,34.28
63.9,76.3,55.9,58.8,0.7,30.09,6.7,4.26,11.3,34.28
70.9,83.8,57.2,58,0,29.73,6.7,4.6,9.21,34.28
52,65.1,37.8,41.6,0,30.21,7.3,5.64,13.8,34.28
43.8,52.9,35.2,34.4,0,29.95,7.6,14.8,23,34.28
77.8,86.4,70,48.4,0,29.81,7.6,22.4,25.3,34.28
80.4,95,63,56,0,29.89,7.3,6.79,16.1,34.28
54.9,60.8,46.4,51.4,0.9,29.63,7.8,9.9,25.3,39.13
46.8,57.2,31.5,39,0,30.22,7,7.6,18.3,34.28
45.8,53.1,38.5,41.5,0,30.18,7.5,3.22,6.9,34.28
55.4,61.9,46.4,51.1,1.1,30.08,7.7,7.25,16.1,34.28
82.2,92.5,71.4,58,0,29.87,7.4,16.1,23,34.28
69.9,87.4,56.7,58.4,0,29.72,7.4,6.9,16.1,34.28
79.8,94.5,60.3,51.1,0,29.92,7.3,5.64,16.1,34.28
57.1,64.4,50.2,53.3,0,29.9,7.7,4.14,9.21,34.28
78.6,87.8,68.9,60.5,0.3,29.76,7.7,18.9,34.4,34.28
67.7,82.4,54.3,51,0,29.99,7.6,5.06,13.8,34.28
62.9,75.2,52.9,43.4,0,30.15,7.4,12.6,20.8,34.28
78.2,90.1,66,53.9,0,30.01,7.4,17,23,34.28
47.2,65.1,39.9,43.2,0,30.1,7.6,7.83,11.3,34.28
80.4,91.9,64.8,44.6,0,29.89,7.3,14.1,23,34.28
79.1,88,71.1,62.9,0,29.86,7.4,13.1,20.8,34.28
43.6,50.4,32,34.6,0.4,29.99,7.7,12.7,23,34.28
57.1,73.4,42.1,46.5,0,30.21,7,5.29,11.3,34.28
86,99,74.5,51.4,0,29.95,7.4,15.8,25.3,34.28
52.8,65.7,42.3,44.3,0,30.1,5.7,5.41,16.1,34.28
73.4,84.7,60.6,58,0,29.87,7.4,7.25,13.8,34.28
49.8,55.6,43.2,44.7,0.5,29.83,7.7,7.37,16.1,34.28
80.1,93.9,66.2,60.6,0,29.69,7.2,12.2,25.3,34.28
80.1,92.1,63.7,48.6,0,29.95,7.1,10,18.3,34.28
76.5,89.6,61.2,48.3,0,29.94,7.1,13.4,20.8,34.28
64.7,75.2,55.6,56.6,0,29.86,7.7,6.1,16.1,34.28
44.5,52.2,37.4,31.2,0.2,29.82,7.8,13.4,25.3,34.28
78.8,95.9,59.9,49.9,0,29.89,7.3,4.49,16.1,34.28
86.4,96.8,78.6,51,0,29.78,7.2,19.7,27.5,39.13
73.9,88.3,60.6,61.6,0,29.99,6.9,5.29,13.8,34.28
56.6,62.6,53.6,51.8,0,29.84,8,11.3,18.3,34.28
61.4,65.8,57.2,53.6,0,29.73,7.8,16.6,23,34.28
65.6,78.8,51.1,50.7,0,29.99,7.3,6.33,16.1,34.28
83,95,70.3,52,0,29.82,7.2,16.2,23,29.92
51.4,59,42.4,46.3,0,30.06,7.7,5.18,16.1,34.28
80.5,89.6,72.5,54.4,0,29.9,7.3,22.7,32.2,34.28
47.6,53.6,44.6,41.6,1.1,29.65,7.8,17.9,25.3,34.28
56.6,64.4,51.8,51.7,0,29.76,7.2,16.3,27.5,34.41
52,70.5,39.7,44.2,0,30.27,6.9,3.91,11.3,34.28
72.2,85.1,57.2,58.1,0,29.97,7.2,9.55,18.3,34.28
51.5,63.1,41.5,42.9,0.3,30.12,7.4,7.14,16.1,34.28
68.4,84.9,57.6,61.5,0,29.97,7.2,4.49,13.8,34.28
53.4,59.4,46.8,46.1,0.09,29.9,7.8,13.3,18.3,29.92
79.6,90,67.5,59.6,0,29.68,7,14,23,34.28
37.9,47.5,28.4,24.9,0,29.99,7.5,8.98,19.81,34.28
74.8,86.4,61.9,42,0,29.88,7.6,11,25.3,34.28
64.6,74.1,57,54,0,30,6.9,12.2,20.8,34.28
55.5,61,51.8,48.4,0.1,29.87,7.8,15.4,20.8,34.28
44.5,50,41,33.6,0,30.06,7.7,16.5,25.3,34.28
82.3,93.4,73,54.2,0,29.72,7.2,16.3,25.3,34.28
47.1,53.1,43.3,43.4,0,29.59,6.4,9.55,18.3,27.73
55.6,66,46.4,50.4,0,30.13,4.9,2.07,4.72,34.28
56.5,62.4,51.8,48.5,0.1,29.93,7.8,15.5,23,34.28
76.3,87.1,62.1,50.5,0,29.9,7.5,14.8,18.3,34.28
84.7,95.4,73.8,58,0,29.75,7.3,18,23,34.28
71,82.4,57.7,55.4,0,29.91,7.5,10.5,23,34.28
52.4,59,42.8,46.1,0.5,29.82,7.7,6.33,11.3,34.28
80.7,92.1,71.6,48.9,0,29.86,7.3,20.4,25.3,34.28
82.3,94.5,73.4,56.8,0,29.77,7.2,21.5,27.5,41.31
56.6,65.5,49.5,42.3,0,30.03,7.7,14.8,20.8,34.28
56.1,64.8,48.2,48.7,0,29.86,7.8,15.6,27.5,39.13
47.9,54.1,40.6,42.1,0.09,29.9,7.6,2.76,9.21,34.28
85.3,96.8,73.9,57.1,0,29.9,7.2,17.8,23,34.28
59.8,70.7,46.4,51.1,0.09,29.73,7.3,14.8,27.5,41.31
51.1,56.1,48.2,48.7,1.3,29.26,7.4,11.7,23,34.41
